Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
2465674	-3936	6304	9872	-240.096	384.544	602.192	-1264	
2470630	-6640	5376	10080	-405.040	327.936	614.880	-1472	
2475586	-8432	4768	10240	-514.352	290.848	624.640	-1632	
2480542	-9248	4720	10304	-564.128	287.920	628.544	-1792	
2485497	-8960	5104	10352	-546.560	311.344	631.472	-1872	
2490453	-7632	5728	10320	-465.552	349.408	629.520	-1760	
2495410	-5648	6544	10432	-344.528	399.184	636.352	-1728	
2500366	-3440	7264	10688	-209.840	443.104	651.968	-1552	
2505322	-1152	7616	11120	-70.272	464.576	678.320	-1344	
2510279	1024	7760	11728	62.464	473.360	715.408	-1216	
2515235	3168	7744	12336	193.248	472.384	752.496	-992	
2520191	4944	7616	13024	301.584	464.576	794.464	-848	
2525146	6544	7504	13712	399.184	457.744	836.432	-528	
2530103	7648	7504	14208	466.528	457.744	866.688	-400	
2535059	8480	7584	14496	517.280	462.624	884.256	-288	
2540016	9072	7696	14432	553.392	469.456	880.352	-80	
2544969	9248	7872	14144	564.128	480.192	862.784	-16	
2549928	9088	8048	13984	554.368	490.928	853.024	64	
2554884	8544	8192	13712	521.184	499.712	836.432	64	
2559841	7888	8368	13376	481.168	510.448	815.936	96	
2564796	7040	8416	12912	429.440	513.376	787.632	112	
2569753	6256	8464	12496	381.616	516.304	762.256	48	
2574709	5376	8464	12256	327.936	516.304	747.616	96	
2579665	4416	8336	12224	269.376	508.496	745.664	48	
2584621	3424	8224	12144	208.864	501.664	740.784	-32	
2589577	2544	8016	12128	155.184	488.976	739.808	-64	
2594532	1760	7744	12336	107.360	472.384	752.496	-112	
2599490	1328	7504	12576	81.008	457.744	767.136	-112	
2604446	1216	7360	12976	74.176	448.960	791.536	-128	
2609401	1392	7056	13376	84.912	430.416	815.936	-144	
2614358	1744	6896	13696	106.384	420.656	835.456	-48	
2619312	2384	6704	13952	145.424	408.944	851.072	-144	
2624270	3088	6832	14128	188.368	416.752	861.808	64	
2629226	3824	6896	14288	233.264	420.656	871.568	96	
2634182	4608	7200	14320	281.088	439.200	873.520	160	
2639138	5376	7584	14336	327.936	462.624	874.496	256	
2644094	5952	8032	14208	363.072	489.952	866.688	224	
2649050	6256	8432	13840	381.616	514.352	844.240	400	
2654005	6208	8800	13504	378.688	536.800	823.744	480	
2658960	5968	9088	13232	364.048	554.368	807.152	448	
2663917	5568	9024	13040	339.648	550.464	795.440	496	
2668873	5200	8864	12960	317.200	540.704	790.560	560	
2673829	4768	8608	13200	290.848	525.088	805.200	608	
2678785	4304	8144	13504	262.544	496.784	823.744	576	
2683740	4048	7616	13792	246.928	464.576	841.312	496	
2688696	3744	7024	14080	228.384	428.464	858.880	464	
2693651	3600	6560	14304	219.600	400.160	872.544	416	
2698607	3728	6048	14448	227.408	368.928	881.328	432	
2703563	3888	5824	14496	237.168	355.264	884.256	304	
2708519	4208	5632	14400	256.688	343.552	878.400	384	
2713474	4464	5664	14352	272.304	345.504	875.472	384	
2718430	4720	5696	14176	287.920	347.456	864.736	352	
2723385	4880	5904	13984	297.680	360.144	853.024	464	
2728342	5152	6192	13680	314.272	377.712	834.480	416	
2733298	5312	6448	13248	324.032	393.328	808.128	480	
2738253	5488	6736	12864	334.768	410.896	784.704	480	
2743210	5520	6896	12560	336.720	420.656	766.160	544	
2748166	5568	6976	12416	339.648	425.536	757.376	528	
2753123	5536	7104	12432	337.696	433.344	758.352	528	
2758079	5456	7040	12608	332.816	429.440	769.088	640	
2763036	5232	7104	12784	319.152	433.344	779.824	544	
2767992	5136	7104	13120	313.296	433.344	800.320	608	
2772948	5008	7040	13376	305.488	429.440	815.936	656	
2777904	4768	7072	13440	290.848	431.392	819.840	624	
2782860	4608	6992	13488	281.088	426.512	822.768	608	
2787816	4416	6960	13440	269.376	424.560	819.840	624	
2792772	4272	6912	13328	260.592	421.632	813.008	640	
2797727	4160	6848	13232	253.760	417.728	807.152	640	
2802683	4240	6800	13120	258.640	414.800	800.320	624	
2807639	4448	6848	12816	271.328	417.728	781.776	672	
2812594	4656	6864	12480	284.016	418.704	761.280	656	
2817551	4944	6864	12256	301.584	418.704	747.616	656	
2822507	5184	6816	12304	316.224	415.776	750.544	736	
2827465	5472	6720	12352	333.792	409.920	753.472	656	
2832421	5600	6640	12528	341.600	405.040	764.208	752	
2837376	5776	6624	12704	352.336	404.064	774.944	704	
2842332	6000	6496	12864	366.000	396.256	784.704	768	
2847287	6144	6400	13072	374.784	390.400	797.392	816	
2852243	6176	6336	13200	376.736	386.496	805.200	848	
2857199	6160	6256	13312	375.760	381.616	812.032	912	
2862155	5872	6160	13312	358.192	375.760	812.032	976	
2867111	5552	6240	13184	338.672	380.640	804.224	928	
2872066	5296	6400	13088	323.056	390.400	798.368	1008	
2877022	4976	6592	12816	303.536	402.112	781.776	1008	
2881979	4928	6784	12480	300.608	413.824	761.280	1104	
2886935	4752	6960	12144	289.872	424.560	740.784	1056	
2891892	4640	7136	11776	283.040	435.296	718.336	1120	
2896848	4496	7088	11520	274.256	432.368	702.720	1040	
2901804	4464	6976	11344	272.304	425.536	691.984	976	
2906761	4192	6832	11472	255.712	416.752	699.792	1072	
2911716	3904	6576	11792	238.144	401.136	719.312	1024	
2916672	3616	6272	12000	220.576	382.592	732.000	960	
2921628	3472	5968	12096	211.792	364.048	737.856	1024	
2926582	3280	5584	12112	200.080	340.624	738.832	960	
2931537	3328	5456	12144	203.008	332.816	740.784	1008	
2936494	3344	5280	12016	203.984	322.080	732.976	960	
2941449	3616	5200	11664	220.576	317.200	711.504	1088	
2946405	3904	5152	11392	238.144	314.272	694.912	1056	
2951360	4112	5152	11088	250.832	314.272	676.368	1056	
2956315	4416	5088	10912	269.376	310.368	665.632	1120	
2961271	4752	5136	10832	289.872	313.296	660.752	1120	
2966227	4992	5088	10784	304.512	310.368	657.824	1104	
2971181	5248	5152	10832	320.128	314.272	660.752	1136	
2976139	5520	5152	11072	336.720	314.272	675.392	1104	
2981095	5712	5120	11040	348.432	312.320	673.440	1120	
2986051	5824	5056	11024	355.264	308.416	672.464	1040	
2991008	5888	5120	10992	359.168	312.320	670.512	1072	
2995963	6096	4688	10816	371.856	285.968	659.776	1040	
3000919	6016	4512	10784	366.976	275.232	657.824	976	
3005875	5856	4288	10752	357.216	261.568	655.872	944	
3010831	5728	4176	10752	349.408	254.736	655.872	880	
3015787	5504	4064	10896	335.744	247.904	664.656	848	
3020743	5280	4064	11072	322.080	247.904	675.392	928	
3025700	5088	4096	11264	310.368	249.856	687.104	992	
3030656	4912	4144	11248	299.632	252.784	686.128	960	
3035610	4752	4176	11136	289.872	254.736	679.296	1024	
3040568	4640	4096	10912	283.040	249.856	665.632	1104	
3045523	4624	3968	10624	282.064	242.048	648.064	1072	
3050479	4496	3840	10256	274.256	234.240	625.616	1120	
3055435	4320	3664	10048	263.520	223.504	612.928	1216	
3060392	4048	3392	10160	246.928	206.912	619.760	1296	
3065348	3744	3056	10256	228.384	186.416	625.616	1344	
3070303	3504	2784	10544	213.744	169.824	643.184	1376	
3075259	3264	2448	10784	199.104	149.328	657.824	1488	
3080217	3296	2160	10928	201.056	131.760	666.608	1552	
3085173	3648	1840	10992	222.528	112.240	670.512	1664	
3090129	4112	1520	11280	250.832	92.720	688.080	1776	
3095085	4464	1360	11616	272.304	82.960	708.576	1872	
3100042	4928	1360	11840	300.608	82.960	722.240	1856	
3104999	5392	1632	12000	328.912	99.552	732.000	1952	
3109954	5968	1952	12048	364.048	119.072	734.928	1968	
3114910	6320	2240	12096	385.520	136.640	737.856	2176	
3119866	6528	2528	11984	398.208	154.208	731.024	2304	
3124822	6576	2736	11936	401.136	166.896	728.096	2432	
3129779	6560	2976	11712	400.160	181.536	714.432	2448	
3134735	6528	3104	11376	398.208	189.344	693.936	2592	
3139691	6368	3024	11136	388.448	184.464	679.296	2656	
3144648	6144	2576	10880	374.784	157.136	663.680	2560	
3149604	5920	1952	10752	361.120	119.072	655.872	2624	
3154561	5584	1056	10720	340.624	64.416	653.920	2608	
3159517	5376	-16	10672	327.936	-0.976	650.992	2544	
3164473	5232	-1088	10720	319.152	-66.368	653.920	2560	
3169429	5264	-2176	10864	321.104	-132.736	662.704	2480	
3174384	5632	-3040	10992	343.552	-185.440	670.512	2416	
3179341	6208	-3600	10944	378.688	-219.600	667.584	2368	
3184297	6800	-3984	10672	414.800	-243.024	650.992	2336	
3189253	7264	-4112	10384	443.104	-250.832	633.424	2304	
3194208	7520	-4032	10224	458.720	-245.952	623.664	2320	
3199164	7680	-3760	10256	468.480	-229.360	625.616	2368	
3204120	7664	-3296	10352	467.504	-201.056	631.472	2400	
3209076	7680	-2928	10560	468.480	-178.608	644.160	2416	
3214033	7568	-2416	10864	461.648	-147.376	662.704	2464	
3218989	7568	-2032	11536	461.648	-123.952	703.696	2544	
3223944	7600	-1856	12480	463.600	-113.216	761.280	2608	
3228899	7936	-1728	13568	484.096	-105.408	827.648	2624	
3233855	8320	-1936	14272	507.520	-118.096	870.592	2592	
3238810	8848	-2384	14576	539.728	-145.424	889.136	2528	
3243766	9344	-3056	14464	569.984	-186.416	882.304	2400	
3248722	9632	-3984	14080	587.552	-243.024	858.880	2384	
3253677	9696	-4928	13520	591.456	-300.608	824.720	2208	
3258634	9616	-5968	13024	586.576	-364.048	794.464	2112	
3263591	9280	-6928	12400	566.080	-422.608	756.400	2000	
3268546	8736	-7520	11840	532.896	-458.720	722.240	1936	
3273503	7952	-7936	11472	485.072	-484.096	699.792	1936	
3278459	7328	-8128	11280	447.008	-495.808	688.080	1824	
3283415	6752	-8160	11360	411.872	-497.760	692.960	1872	
3288372	6368	-8016	11520	388.448	-488.976	702.720	1904	
3293327	6560	-7760	11840	400.160	-473.360	722.240	1872	
3298283	6832	-7440	12288	416.752	-453.840	749.568	1904	
3303238	7312	-7168	13008	446.032	-437.248	793.488	1920	
3308195	7744	-7088	13792	472.384	-432.368	841.312	1936	
3313150	8400	-7072	14624	512.400	-431.392	892.064	1872	
3318106	9232	-7200	15104	563.152	-439.200	921.344	1840	
3323061	10192	-7216	15120	621.712	-440.176	922.320	1824	
3328018	11056	-7056	15040	674.416	-430.416	917.440	1680	
3332973	11712	-7248	14880	714.432	-442.128	907.680	1488	
3337929	11936	-7536	14800	728.096	-459.696	902.800	1296	
3342885	11728	-7904	14816	715.408	-482.144	903.776	1216	
3347840	11312	-8528	14608	690.032	-520.208	891.088	1104	
3352796	10560	-8832	13904	644.160	-538.752	848.144	896	
3357752	9728	-8896	12832	593.408	-542.656	782.752	880	
3362708	8832	-8976	11808	538.752	-547.536	720.288	720	
3367664	8064	-9232	11072	491.904	-563.152	675.392	624	
3372620	7328	-9792	10704	447.008	-597.312	652.944	560	
3377576	7056	-10512	10544	430.416	-641.232	643.184	432	
3382532	7232	-11024	10512	441.152	-672.464	641.232	400	
3387486	7664	-11120	10816	467.504	-678.320	659.776	352	
3392443	8352	-11280	11344	509.472	-688.080	691.984	192	
3397398	9056	-11312	12144	552.416	-690.032	740.784	192	
3402354	9696	-11440	12736	591.456	-697.840	776.896	64	
3407310	10368	-11424	13120	632.448	-696.864	800.320	96	
3412267	11008	-11200	13072	671.488	-683.200	797.392	0	
3417224	11328	-10832	12736	691.008	-660.752	776.896	-16	
3422179	11616	-10480	12224	708.576	-639.280	745.664	-80	
3427134	11488	-10304	11872	700.768	-628.544	724.192	-64	
3432093	11072	-10416	11552	675.392	-635.376	704.672	-32	
3437047	10592	-10576	11184	646.112	-645.136	682.224	-80	
3442006	10176	-10768	10688	620.736	-656.848	651.968	-96	
3446962	9792	-10976	10144	597.312	-669.536	618.784	-80	
3451918	9424	-11120	9488	574.864	-678.320	578.768	-96	
3456874	9216	-11344	8944	562.176	-691.984	545.584	-128	
3461830	8976	-11664	8640	547.536	-711.504	527.040	-160	
3466786	8880	-11936	8528	541.680	-728.096	520.208	-144	
3471743	8848	-12240	8544	539.728	-746.640	521.184	-160	
3476698	9152	-12320	8736	558.272	-751.520	532.896	-112	
3481652	9584	-12336	8976	584.624	-752.496	547.536	-224	
3486611	9984	-12272	9152	609.024	-748.592	558.272	-256	
3491565	10176	-12128	9280	620.736	-739.808	566.080	-288	
3496523	10320	-11920	9216	629.520	-727.120	562.176	-304	
3501480	10416	-11792	9184	635.376	-719.312	560.224	-352	
3506436	10320	-11664	9088	629.520	-711.504	554.368	-304	
3511392	10176	-11616	9024	620.736	-708.576	550.464	-304	
3516347	9888	-11888	8944	603.168	-725.168	545.584	-304	
3521303	9712	-11952	8800	592.432	-729.072	536.800	-304	
3526259	9488	-12080	8720	578.768	-736.880	531.920	-320	
3531216	9248	-12128	8576	564.128	-739.808	523.136	-320	
3536172	9152	-12288	8480	558.272	-749.568	517.280	-336	
3541128	8896	-12576	8448	542.656	-767.136	515.328	-288	
3546084	8752	-12816	8416	533.872	-781.776	513.376	-352	
3551040	8768	-13216	8384	534.848	-806.176	511.424	-352	
3555996	8672	-13536	8384	528.992	-825.696	511.424	-336	
3560952	8688	-13632	8304	529.968	-831.552	506.544	-352	
3565908	8656	-13696	8272	528.016	-835.456	504.592	-432	
3570864	8768	-13488	8144	534.848	-822.768	496.784	-384	
3575820	9088	-13344	8064	554.368	-813.984	491.904	-480	
3580776	9216	-13264	7936	562.176	-809.104	484.096	-496	
3585734	9392	-13024	7824	572.912	-794.464	477.264	-480	
3590689	9456	-12944	7712	576.816	-789.584	470.432	-512	
3595645	9360	-12960	7632	570.960	-790.560	465.552	-624	
3600601	9360	-12976	7584	570.960	-791.536	462.624	-608	
3605557	9232	-13184	7600	563.152	-804.224	463.600	-608	
3610513	9072	-13424	7552	553.392	-818.864	460.672	-592	
3615467	8848	-13488	7568	539.728	-822.768	461.648	-560	
3620426	8688	-13632	7504	529.968	-831.552	457.744	-560	
3625383	8592	-13824	7456	524.112	-843.264	454.816	-528	
3630339	8528	-13984	7344	520.208	-853.024	447.984	-608	
3635295	8480	-14160	7104	517.280	-863.760	433.344	-608	
3640252	8448	-14240	7056	515.328	-868.640	430.416	-608	
3645208	8336	-14384	6864	508.496	-877.424	418.704	-656	
3650165	8304	-14480	6784	506.544	-883.280	413.824	-688	
3655120	8208	-14608	6672	500.688	-891.088	406.992	-720	
3660077	8256	-14704	6464	503.616	-896.944	394.304	-752	
3665033	8320	-14864	6240	507.520	-906.704	380.640	-704	
3669991	8272	-14928	6000	504.592	-910.608	366.000	-832	
3674946	8384	-15072	5872	511.424	-919.392	358.192	-864	
3679904	8400	-15248	5712	512.400	-930.128	348.432	-848	
3684860	8416	-15152	5472	513.376	-924.272	333.792	-864	
3689816	8416	-15088	5376	513.376	-920.368	327.936	-816	
3694772	8512	-14800	5280	519.232	-902.800	322.080	-896	
3699729	8608	-14592	5280	525.088	-890.112	322.080	-848	
3704685	8640	-14480	5312	527.040	-883.280	324.032	-864	
3709642	8832	-14496	5408	538.752	-884.256	329.888	-848	
3714599	8864	-14496	5488	540.704	-884.256	334.768	-896	
3719555	8960	-14432	5472	546.560	-880.352	333.792	-928	
3724511	8960	-14608	5440	546.560	-891.088	331.840	-896	
3729468	8832	-14848	5376	538.752	-905.728	327.936	-944	
3734424	8560	-14992	5232	522.160	-914.512	319.152	-864	
3739379	8352	-15024	5120	509.472	-916.464	312.320	-912	
3744337	8144	-15152	5008	496.784	-924.272	305.488	-928	
3749293	7872	-15056	4832	480.192	-918.416	294.752	-928	
3754249	7776	-14896	4768	474.336	-908.656	290.848	-944	
3759205	7696	-14736	4640	469.456	-898.896	283.040	-912	
3764160	7744	-14704	4480	472.384	-896.944	273.280	-928	
3769116	7776	-14832	4464	474.336	-904.752	272.304	-912	
3774071	7888	-14944	4432	481.168	-911.584	270.352	-848	
3779026	8016	-14928	4544	488.976	-910.608	277.184	-864	
3783983	8144	-15056	4576	496.784	-918.416	279.136	-784	
3788938	8352	-15184	4608	509.472	-926.224	281.088	-752	
3793894	8416	-15344	4608	513.376	-935.984	281.088	-736	
3798848	8512	-15584	4608	519.232	-950.624	281.088	-672	
3803806	8432	-15680	4688	514.352	-956.480	285.968	-672	
3808763	8416	-15632	4672	513.376	-953.552	284.992	-672	
3813719	8416	-15440	4624	513.376	-941.840	282.064	-640	
3818676	8416	-15344	4416	513.376	-935.984	269.376	-576	
3823632	8448	-15312	4272	515.328	-934.032	260.592	-624	
3828589	8480	-15312	4048	517.280	-934.032	246.928	-592	
3833545	8496	-15136	3920	518.256	-923.296	239.120	-640	
3838500	8528	-15008	3744	520.208	-915.488	228.384	-624	
3843455	8496	-15008	3760	518.256	-915.488	229.360	-704	
3848413	8336	-14896	3728	508.496	-908.656	227.408	-704	
3853368	8240	-14944	3712	502.640	-911.584	226.432	-720	
3858323	8080	-15136	3712	492.880	-923.296	226.432	-752	
3863279	7824	-15392	3824	477.264	-938.912	233.264	-736	
3868235	7488	-15584	3872	456.768	-950.624	236.192	-832	
3873191	7184	-15776	3920	438.224	-962.336	239.120	-816	
3878146	6896	-15856	3728	420.656	-967.216	227.408	-848	
3883103	6512	-15888	3600	397.232	-969.168	219.600	-848	
3888059	6384	-15936	3408	389.424	-972.096	207.888	-848	
3893015	6320	-15840	3392	385.520	-966.240	206.912	-864	
3897972	6352	-15712	3344	387.472	-958.432	203.984	-864	
3902927	6592	-15696	3248	402.112	-957.456	198.128	-832	
3907883	6880	-15568	3184	419.680	-949.648	194.224	-768	
3912840	7104	-15504	3120	433.344	-945.744	190.320	-768	
3917795	7296	-15504	3072	445.056	-945.744	187.392	-816	
3922751	7360	-15728	3152	448.960	-959.408	192.272	-784	
3927707	7280	-15872	3104	444.080	-968.192	189.344	-736	
3932664	7216	-15840	3040	440.176	-966.240	185.440	-736	
3937620	7200	-15808	3088	439.200	-964.288	188.368	-752	
3942576	7120	-15632	3056	434.320	-953.552	186.416	-720	
3947533	6944	-15472	2976	423.584	-943.792	181.536	-688	
3952489	6832	-15312	2880	416.752	-934.032	175.680	-720	
3957445	6784	-15088	2784	413.824	-920.368	169.824	-672	
3962401	6624	-14960	2768	404.064	-912.560	168.848	-688	
3967358	6592	-14880	2736	402.112	-907.680	166.896	-656	
3972312	6464	-14976	2656	394.304	-913.536	162.016	-672	
3977268	6400	-14992	2608	390.400	-914.512	159.088	-624	
3982222	6240	-15056	2640	380.640	-918.416	161.040	-608	
3987181	6160	-15072	2560	375.760	-919.392	156.160	-496	
3992137	6080	-15184	2592	370.880	-926.224	158.112	-512	
3997092	6016	-15248	2512	366.976	-930.128	153.232	-416	
4002049	6064	-15328	2528	369.904	-935.008	154.208	-400	
4007003	6032	-15360	2432	367.952	-936.960	148.352	-384	
4011961	6112	-15312	2416	372.832	-934.032	147.376	-320	
4016917	6368	-15120	2448	388.448	-922.320	149.328	-272	
