Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	Quat x	Quat y	Quat z	Quat w	
40621099	-579	-4464	2735	-141.276	-1089.216	667.340	-34	-271	-191	-2.380	-18.970	-13.370	55	25.215	-0.133535	-0.465620	0.778400	0.399046	
40630457	-530	-4395	2684	-129.320	-1072.380	654.896	20	-246	-139	1.400	-17.220	-9.730	55	25.215	-0.131899	-0.466534	0.778080	0.399148	
40639812	-490	-4247	2607	-119.560	-1036.268	636.108	69	-228	-86	4.830	-15.960	-6.020	48	25.188	-0.130389	-0.467110	0.778000	0.399125	
40649168	-487	-4092	2514	-118.828	-998.448	613.416	104	-208	-35	7.280	-14.560	-2.450	48	25.188	-0.128988	-0.467387	0.778158	0.398950	
40658523	-474	-3931	2450	-115.656	-959.164	597.800	117	-187	3	8.190	-13.090	0.210	48	25.188	-0.127733	-0.467424	0.778508	0.398626	
40667879	-470	-3805	2393	-114.680	-928.420	583.892	106	-164	22	7.420	-11.480	1.540	48	25.188	-0.126642	-0.467327	0.778963	0.398199	
40677234	-430	-3727	2339	-104.920	-909.388	570.716	85	-139	29	5.950	-9.730	2.030	37	25.145	-0.125730	-0.467212	0.779414	0.397739	
40686589	-388	-3719	2303	-94.672	-907.436	561.932	78	-116	38	5.460	-8.120	2.660	37	25.145	-0.124995	-0.467128	0.779807	0.397300	
40695944	-329	-3762	2311	-80.276	-917.928	563.884	79	-95	46	5.530	-6.650	3.220	38	25.148	-0.124403	-0.467017	0.780184	0.396876	
40705298	-232	-3815	2280	-56.608	-930.860	556.320	95	-72	54	6.650	-5.040	3.780	38	25.148	-0.123923	-0.466847	0.780566	0.396474	
40714653	-170	-3879	2224	-41.480	-946.476	542.656	130	-51	68	9.100	-3.570	4.760	49	25.191	-0.123530	-0.466548	0.780993	0.396108	
40724008	-136	-3914	2177	-33.184	-955.016	531.188	169	-43	80	11.830	-3.010	5.600	49	25.191	-0.123190	-0.466035	0.781529	0.395760	
40733362	-110	-3880	2103	-26.840	-946.720	513.132	209	-44	89	14.630	-3.080	6.230	46	25.180	-0.122829	-0.465321	0.782190	0.395407	
40742719	-110	-3787	2059	-26.840	-924.028	502.396	240	-49	99	16.800	-3.430	6.930	46	25.180	-0.122396	-0.464424	0.782976	0.395039	
40752074	-122	-3656	2003	-29.768	-892.064	488.732	253	-53	102	17.710	-3.710	7.140	47	25.184	-0.121898	-0.463391	0.783870	0.394633	
40761429	-140	-3536	1960	-34.160	-862.784	478.240	238	-58	98	16.660	-4.060	6.860	47	25.184	-0.123168	-0.462335	0.784992	0.393245	
40770784	-117	-3448	1926	-28.548	-841.312	469.944	211	-62	95	14.770	-4.340	6.650	29	25.113	-0.124437	-0.461324	0.786080	0.391858	
40780139	-103	-3445	1926	-25.132	-840.580	469.944	183	-53	96	12.810	-3.710	6.720	29	25.113	-0.125663	-0.460449	0.787074	0.390498	
40789494	-85	-3509	1925	-20.740	-856.196	469.700	155	-39	90	10.850	-2.730	6.300	45	25.176	-0.126937	-0.459700	0.787966	0.389168	
40798849	-54	-3561	1918	-13.176	-868.884	467.992	151	-33	81	10.570	-2.310	5.670	45	25.176	-0.128276	-0.459137	0.788703	0.387896	
40808205	-52	-3594	1882	-12.688	-876.936	459.208	169	-32	73	11.830	-2.240	5.110	48	25.188	-0.129561	-0.458678	0.789345	0.386706	
40817560	-75	-3582	1868	-18.300	-874.008	455.792	196	-37	71	13.720	-2.590	4.970	48	25.188	-0.130793	-0.458242	0.789957	0.385557	
40826916	-96	-3524	1867	-23.424	-859.856	455.548	212	-44	70	14.840	-3.080	4.900	46	25.180	-0.131962	-0.457702	0.790633	0.384413	
40836271	-90	-3455	1879	-21.960	-843.020	458.476	197	-39	61	13.790	-2.730	4.270	46	25.180	-0.133061	-0.457050	0.791378	0.383275	
40845627	-64	-3441	1865	-15.616	-839.604	455.060	150	-24	49	10.500	-1.680	3.430	46	25.180	-0.134125	-0.456391	0.792087	0.382223	
40854983	-50	-3436	1849	-12.200	-838.384	451.156	107	-13	37	7.490	-0.910	2.590	46	25.180	-0.135258	-0.455959	0.792605	0.381264	
40864338	-66	-3433	1835	-16.104	-837.652	447.740	79	-13	30	5.530	-0.910	2.100	55	25.215	-0.136460	-0.455745	0.792949	0.380377	
40873694	-122	-3463	1856	-29.768	-844.972	452.864	62	-20	23	4.340	-1.400	1.610	55	25.215	-0.137721	-0.455673	0.793197	0.379490	
40883049	-127	-3490	1868	-30.988	-851.560	455.792	53	-27	10	3.710	-1.890	0.700	52	25.203	-0.139048	-0.455646	0.793423	0.378565	
40892405	-96	-3504	1882	-23.424	-854.976	459.208	59	-24	-8	4.130	-1.680	-0.560	52	25.203	-0.140313	-0.455685	0.793599	0.377682	
40901760	-75	-3521	1873	-18.300	-859.124	457.012	74	-23	-23	5.180	-1.610	-1.610	42	25.164	-0.141442	-0.455716	0.793733	0.376940	
40911115	-74	-3566	1894	-18.056	-870.104	462.136	78	-31	-31	5.460	-2.170	-2.170	42	25.164	-0.142456	-0.455736	0.793842	0.376303	
40920471	-94	-3599	1907	-22.936	-878.156	465.308	77	-40	-32	5.390	-2.800	-2.240	42	25.164	-0.143383	-0.455768	0.793945	0.375696	
40929826	-107	-3646	1918	-26.108	-889.624	467.992	65	-44	-36	4.550	-3.080	-2.520	42	25.164	-0.144291	-0.455815	0.794055	0.375057	
40939181	-122	-3662	1928	-29.768	-893.528	470.432	50	-45	-45	3.500	-3.150	-3.150	37	25.145	-0.145210	-0.455941	0.794121	0.374409	
40948536	-126	-3656	1934	-30.744	-892.064	471.896	44	-55	-47	3.080	-3.850	-3.290	37	25.145	-0.146139	-0.456127	0.794139	0.373784	
40957890	-154	-3635	1953	-37.576	-886.940	476.532	36	-60	-44	2.520	-4.200	-3.080	54	25.211	-0.147015	-0.456340	0.794154	0.373146	
40967247	-167	-3605	1971	-40.748	-879.620	480.924	26	-68	-44	1.820	-4.760	-3.080	54	25.211	-0.147907	-0.456523	0.794200	0.372472	
40976603	-186	-3595	2003	-45.384	-877.180	488.732	15	-72	-42	1.050	-5.040	-2.940	53	25.207	-0.148769	-0.456698	0.794262	0.371780	
40985958	-208	-3621	2045	-50.752	-883.524	498.980	3	-74	-42	0.210	-5.180	-2.940	53	25.207	-0.149634	-0.456850	0.794345	0.371069	
40995312	-214	-3648	2062	-52.216	-890.112	503.128	10	-76	-45	0.700	-5.320	-3.150	41	25.160	-0.150515	-0.456999	0.794431	0.370345	
41004666	-213	-3662	2071	-51.972	-893.528	505.324	27	-79	-50	1.890	-5.530	-3.500	41	25.160	-0.151353	-0.457114	0.794534	0.369641	
41014023	-227	-3650	2054	-55.388	-890.600	501.176	48	-91	-54	3.360	-6.370	-3.780	49	25.191	-0.152107	-0.457162	0.794671	0.368977	
41023378	-236	-3598	2054	-57.584	-877.912	501.176	69	-107	-56	4.830	-7.490	-3.920	49	25.191	-0.152771	-0.457149	0.794861	0.368307	
41032734	-248	-3566	2085	-60.512	-870.104	508.740	76	-114	-52	5.320	-7.980	-3.640	44	25.172	-0.153302	-0.457023	0.795144	0.367632	
41042089	-232	-3581	2114	-56.608	-873.764	515.816	59	-111	-51	4.130	-7.770	-3.570	44	25.172	-0.153776	-0.456791	0.795503	0.366944	
41051445	-224	-3610	2133	-54.656	-880.840	520.452	41	-109	-53	2.870	-7.630	-3.710	42	25.164	-0.154243	-0.456615	0.795822	0.366276	
41060801	-225	-3643	2148	-54.900	-888.892	524.112	37	-110	-54	2.590	-7.700	-3.780	42	25.164	-0.154720	-0.456524	0.796081	0.365625	
41070156	-264	-3664	2172	-64.416	-894.016	529.968	36	-106	-59	2.520	-7.420	-4.130	37	25.145	-0.155188	-0.456464	0.796321	0.364977	
41079512	-279	-3660	2192	-68.076	-893.040	534.848	41	-100	-61	2.870	-7.000	-4.270	37	25.145	-0.155709	-0.456362	0.796571	0.364337	
41088867	-259	-3649	2206	-63.196	-890.356	538.264	44	-93	-58	3.080	-6.510	-4.060	51	25.199	-0.156242	-0.456185	0.796845	0.363729	
41098223	-243	-3647	2202	-59.292	-889.868	537.288	41	-85	-57	2.870	-5.950	-3.990	51	25.199	-0.156748	-0.455964	0.797131	0.363163	
41107578	-253	-3652	2178	-61.732	-891.088	531.432	41	-80	-55	2.870	-5.600	-3.850	45	25.176	-0.157260	-0.455759	0.797390	0.362630	
41116934	-276	-3665	2174	-67.344	-894.260	530.456	46	-80	-53	3.220	-5.600	-3.710	45	25.176	-0.157823	-0.455580	0.797628	0.362087	
41126290	-278	-3673	2185	-67.832	-896.212	533.140	60	-83	-47	4.200	-5.810	-3.290	39	25.152	-0.158416	-0.455383	0.797880	0.361519	
41135645	-243	-3672	2192	-59.292	-895.968	534.848	77	-82	-41	5.390	-5.740	-2.870	39	25.152	-0.158967	-0.455118	0.798185	0.360938	
41145001	-233	-3660	2177	-56.852	-893.040	531.188	93	-77	-39	6.510	-5.390	-2.730	51	25.199	-0.159424	-0.454788	0.798530	0.360390	
41154356	-248	-3659	2178	-60.512	-892.796	531.432	101	-76	-38	7.070	-5.320	-2.660	51	25.199	-0.159854	-0.454399	0.798899	0.359872	
41163712	-253	-3681	2141	-61.732	-898.164	522.404	105	-75	-33	7.350	-5.250	-2.310	41	25.160	-0.160290	-0.453966	0.799291	0.359351	
41173067	-262	-3732	2129	-63.928	-910.608	519.476	101	-68	-29	7.070	-4.760	-2.030	41	25.160	-0.160765	-0.453591	0.799659	0.358795	
41182421	-258	-3737	2116	-62.952	-911.828	516.304	109	-72	-25	7.630	-5.040	-1.750	52	25.203	-0.161317	-0.453282	0.799982	0.358219	
41191776	-249	-3712	2116	-60.756	-905.728	516.304	120	-76	-15	8.400	-5.320	-1.050	52	25.203	-0.161835	-0.452974	0.800316	0.357625	
41201130	-262	-3693	2101	-63.928	-901.092	512.644	119	-72	-10	8.330	-5.040	-0.700	45	25.176	-0.162303	-0.452607	0.800706	0.357006	
41210486	-244	-3656	2091	-59.536	-892.064	510.204	120	-73	-8	8.400	-5.110	-0.560	45	25.176	-0.162821	-0.452234	0.801096	0.356365	
41219841	-239	-3610	2082	-58.316	-880.840	508.008	121	-74	-4	8.470	-5.180	-0.280	43	25.168	-0.163290	-0.451859	0.801490	0.355741	
41229196	-240	-3578	2085	-58.560	-873.032	508.740	113	-70	3	7.910	-4.900	0.210	43	25.168	-0.163736	-0.451460	0.801903	0.355112	
41238552	-245	-3575	2072	-59.780	-872.300	505.568	100	-66	8	7.000	-4.620	0.560	49	25.191	-0.164213	-0.451054	0.802318	0.354469	
41247907	-250	-3573	2045	-61.000	-871.812	498.980	89	-62	3	6.230	-4.340	0.210	49	25.191	-0.164752	-0.450715	0.802694	0.353797	
41257263	-262	-3535	2014	-63.928	-862.540	491.416	88	-67	-5	6.160	-4.690	-0.350	39	25.152	-0.165333	-0.450467	0.803003	0.353140	
41266619	-295	-3519	2016	-71.980	-858.636	491.904	92	-71	-11	6.440	-4.970	-0.770	39	25.152	-0.165893	-0.450249	0.803293	0.352495	
41275974	-291	-3566	2020	-71.004	-870.104	492.880	83	-68	-12	5.810	-4.760	-0.840	31	25.121	-0.166456	-0.449988	0.803607	0.351848	
41285329	-249	-3647	2020	-60.756	-889.868	492.880	76	-64	-8	5.320	-4.480	-0.560	31	25.121	-0.167036	-0.449809	0.803865	0.351211	
41294684	-210	-3675	2000	-51.240	-896.700	488.000	85	-71	-4	5.950	-4.970	-0.280	35	25.137	-0.167589	-0.449762	0.804046	0.350593	
41304040	-216	-3659	1998	-52.704	-892.796	487.512	97	-83	2	6.790	-5.810	0.140	35	25.137	-0.168040	-0.449772	0.804214	0.349980	
41313395	-230	-3618	2005	-56.120	-882.792	489.220	108	-97	8	7.560	-6.790	0.560	44	25.172	-0.168424	-0.449731	0.804442	0.349322	
41322751	-220	-3573	2034	-53.680	-871.812	496.296	113	-106	10	7.910	-7.420	0.700	44	25.172	-0.168738	-0.449605	0.804755	0.348613	
41332107	-181	-3516	2025	-44.164	-857.904	494.100	112	-106	6	7.840	-7.420	0.420	49	25.191	-0.168944	-0.449395	0.805132	0.347913	
41341460	-179	-3505	2044	-43.676	-855.220	498.736	105	-101	-2	7.350	-7.070	-0.140	49	25.191	-0.169051	-0.449188	0.805498	0.347280	
41350817	-193	-3516	2064	-47.092	-857.904	503.616	96	-99	-12	6.720	-6.930	-0.840	45	25.176	-0.169148	-0.448975	0.805843	0.346706	
41360172	-193	-3541	2052	-47.092	-864.004	500.688	85	-105	-20	5.950	-7.350	-1.400	45	25.176	-0.169256	-0.448782	0.806158	0.346171	
41369528	-190	-3559	2045	-46.360	-868.396	498.980	81	-106	-30	5.670	-7.420	-2.100	36	25.141	-0.169348	-0.448707	0.806409	0.345639	
41378883	-188	-3571	2069	-45.872	-871.324	504.836	78	-109	-41	5.460	-7.630	-2.870	36	25.141	-0.169418	-0.448694	0.806612	0.345147	
41388238	-189	-3596	2079	-46.116	-877.424	507.276	73	-110	-37	5.110	-7.700	-2.590	41	25.160	-0.169431	-0.448687	0.806801	0.344707	
41397593	-162	-3622	2088	-39.528	-883.768	509.472	65	-108	-32	4.550	-7.560	-2.240	41	25.160	-0.169458	-0.448709	0.806982	0.344242	
41406948	-156	-3622	2086	-38.064	-883.768	508.984	66	-109	-31	4.620	-7.630	-2.170	46	25.180	-0.169470	-0.448790	0.807131	0.343779	
41416303	-181	-3608	2095	-44.164	-880.352	511.180	67	-111	-33	4.690	-7.770	-2.310	46	25.180	-0.169465	-0.448875	0.807282	0.343317	
41425658	-214	-3587	2101	-52.216	-875.228	512.644	69	-113	-33	4.830	-7.910	-2.310	38	25.148	-0.169476	-0.448915	0.807459	0.342843	
41435014	-222	-3563	2102	-54.168	-869.372	512.888	70	-112	-32	4.900	-7.840	-2.240	38	25.148	-0.169519	-0.448897	0.807672	0.342343	
41444369	-220	-3549	2103	-53.680	-865.956	513.132	72	-111	-35	5.040	-7.770	-2.450	51	25.199	-0.169570	-0.448842	0.807904	0.341840	
41453724	-223	-3537	2108	-54.412	-863.028	514.352	74	-110	-42	5.180	-7.700	-2.940	51	25.199	-0.169602	-0.448768	0.808140	0.341364	
41463079	-230	-3527	2103	-56.120	-860.588	513.132	74	-114	-46	5.180	-7.980	-3.220	46	25.180	-0.169611	-0.448671	0.808377	0.340928	
41472433	-209	-3508	2081	-50.996	-855.952	507.764	76	-119	-50	5.320	-8.330	-3.500	46	25.180	-0.169601	-0.448580	0.808612	0.340494	
41481788	-188	-3504	2079	-45.872	-854.976	507.276	78	-118	-57	5.460	-8.260	-3.990	45	25.176	-0.169522	-0.448529	0.808829	0.340086	
41491143	-178	-3549	2112	-43.432	-865.956	515.328	71	-114	-58	4.970	-7.980	-4.060	45	25.176	-0.169386	-0.448490	0.809026	0.339736	
41500499	-168	-3615	2135	-40.992	-882.060	520.940	61	-109	-56	4.270	-7.630	-3.920	53	25.207	-0.169251	-0.448477	0.809198	0.339409	
41509854	-147	-3653	2156	-35.868	-891.332	526.064	58	-98	-60	4.060	-6.860	-4.200	53	25.207	-0.169149	-0.448534	0.809324	0.339084	
41519209	-133	-3646	2149	-32.452	-889.624	524.356	61	-92	-68	4.270	-6.440	-4.760	47	25.184	-0.169051	-0.448606	0.809413	0.338825	
41528565	-161	-3617	2138	-39.284	-882.548	521.672	61	-89	-76	4.270	-6.230	-5.320	47	25.184	-0.168932	-0.448675	0.809480	0.338633	
41537920	-193	-3584	2171	-47.092	-874.496	529.724	61	-89	-81	4.270	-6.230	-5.670	46	25.180	-0.168856	-0.448714	0.809547	0.338460	
41547275	-187	-3579	2174	-45.628	-873.276	530.456	47	-84	-81	3.290	-5.880	-5.670	46	25.180	-0.168794	-0.448651	0.809662	0.338298	
41556630	-144	-3586	2167	-35.136	-874.984	528.748	26	-69	-87	1.820	-4.830	-6.090	51	25.199	-0.168766	-0.448640	0.809739	0.338143	
41565984	-136	-3580	2159	-33.184	-873.520	526.796	7	-58	-103	0.490	-4.060	-7.210	51	25.199	-0.168759	-0.448750	0.809709	0.338074	
41575341	-180	-3588	2171	-43.920	-875.472	529.724	-6	-52	-107	-0.420	-3.640	-7.490	43	25.168	-0.168787	-0.448951	0.809583	0.338094	
41584696	-249	-3639	2146	-60.756	-887.916	523.624	-3	-57	-91	-0.210	-3.990	-6.370	43	25.168	-0.168932	-0.449156	0.809438	0.338096	
41594052	-291	-3740	2156	-71.004	-912.560	526.064	10	-66	-89	0.700	-4.620	-6.230	55	25.215	-0.169241	-0.449376	0.809321	0.337930	
41603407	-282	-3749	2156	-68.808	-914.756	526.064	34	-75	-116	2.380	-5.250	-8.120	55	25.215	-0.169579	-0.449598	0.809226	0.337693	
41612761	-272	-3663	2172	-66.368	-893.772	529.968	49	-78	-138	3.430	-5.460	-9.660	54	25.211	-0.169741	-0.449764	0.809142	0.337590	
41622118	-286	-3577	2198	-69.784	-872.788	536.312	52	-85	-133	3.640	-5.950	-9.310	54	25.211	-0.169753	-0.449788	0.809111	0.337626	
41631473	-338	-3604	2288	-82.472	-879.376	558.272	65	-97	-124	4.550	-6.790	-8.680	43	25.168	-0.169724	-0.449674	0.809178	0.337634	
41640829	-304	-3667	2291	-74.176	-894.748	559.004	55	-98	-133	3.850	-6.860	-9.310	43	25.168	-0.169678	-0.449372	0.809384	0.337563	
41650184	-256	-3781	2336	-62.464	-922.564	569.984	7	-66	-164	0.490	-4.620	-11.480	49	25.191	-0.169579	-0.449214	0.809501	0.337546	
41659540	-221	-3728	2318	-53.924	-909.632	565.592	15	-58	-182	1.050	-4.060	-12.740	49	25.191	-0.169560	-0.449321	0.809360	0.337750	
41668895	-253	-3575	2286	-61.732	-872.300	557.784	50	-63	-180	3.500	-4.410	-12.600	38	25.148	-0.169456	-0.449391	0.809197	0.338099	
41678250	-313	-3381	2295	-76.372	-824.964	559.980	83	-63	-180	5.810	-4.410	-12.600	38	25.148	-0.169304	-0.449183	0.809201	0.338441	
41687606	-363	-3226	2239	-88.572	-787.144	546.316	108	-61	-192	7.560	-4.270	-13.440	49	25.191	-0.169139	-0.448568	0.809430	0.338793	
41696961	-380	-3126	2152	-92.720	-762.744	525.088	141	-77	-225	9.870	-5.390	-15.750	49	25.191	-0.169001	-0.447730	0.809760	0.339181	
41706316	-354	-3020	2008	-86.376	-736.880	489.952	187	-104	-282	13.090	-7.280	-19.740	48	25.188	-0.168720	-0.446824	0.810113	0.339671	
41715671	-391	-2875	1864	-95.404	-701.500	454.816	226	-141	-348	15.820	-9.870	-24.360	48	25.188	-0.167155	-0.446431	0.810142	0.340891	
41725027	-455	-2698	1736	-111.020	-658.312	423.584	260	-187	-407	18.200	-13.090	-28.490	54	25.211	-0.165174	-0.445991	0.810173	0.342357	
41734382	-548	-2479	1582	-133.712	-604.876	386.008	286	-242	-474	20.020	-16.940	-33.180	54	25.211	-0.162762	-0.445535	0.810212	0.344008	
41743736	-596	-2278	1550	-145.424	-555.832	378.200	285	-304	-576	19.950	-21.280	-40.320	51	25.199	-0.159872	-0.445125	0.810229	0.345850	
41753091	-557	-2198	1514	-135.908	-536.312	369.416	228	-342	-699	15.960	-23.940	-48.930	51	25.199	-0.156435	-0.444929	0.810086	0.348001	
41762445	-484	-2406	1470	-118.096	-587.064	358.680	94	-345	-813	6.580	-24.150	-56.910	55	25.215	-0.152620	-0.445173	0.809573	0.350567	
41771800	-329	-2815	1584	-80.276	-686.860	386.496	-56	-370	-904	-3.920	-25.900	-63.280	55	25.215	-0.148766	-0.446133	0.808474	0.353528	
41781155	-80	-3284	1560	-19.520	-801.296	380.640	-129	-427	-944	-9.030	-29.890	-66.080	41	25.160	-0.144863	-0.447900	0.806807	0.356708	
41790510	103	-3800	1490	25.132	-927.200	363.560	-142	-479	-940	-9.940	-33.530	-65.800	41	25.160	-0.140739	-0.450139	0.804892	0.359854	
41799866	217	-4138	1496	52.948	-1009.672	365.024	-60	-570	-906	-4.200	-39.900	-63.420	37	25.145	-0.136408	-0.452524	0.802964	0.362824	
41809220	280	-4113	1455	68.320	-1003.572	355.020	143	-713	-837	10.010	-49.910	-58.590	37	25.145	-0.131572	-0.454679	0.801360	0.365453	
41818575	359	-3694	1310	87.596	-901.336	319.640	387	-877	-774	27.090	-61.390	-54.180	59	25.230	-0.127071	-0.457872	0.799686	0.366725	
41827930	392	-3060	1333	95.648	-746.640	325.252	613	-1003	-755	42.910	-70.210	-52.850	59	25.230	-0.121323	-0.460265	0.798853	0.367489	
41837285	442	-2567	1353	107.848	-626.348	330.132	696	-1070	-797	48.720	-74.900	-55.790	52	25.203	-0.113469	-0.460082	0.799550	0.368710	
41846641	631	-2573	1488	153.964	-627.812	363.072	580	-1052	-901	40.600	-73.640	-63.070	52	25.203	-0.105015	-0.459656	0.800365	0.369976	
41855996	844	-2994	1708	205.936	-730.536	416.752	330	-964	-1035	23.100	-67.480	-72.450	49	25.191	-0.096608	-0.459752	0.800585	0.371668	
41865352	1194	-3483	1529	291.336	-849.852	373.076	74	-943	-1088	5.180	-66.010	-76.160	49	25.191	-0.088775	-0.460845	0.799758	0.374040	
41874707	1605	-3822	1620	391.620	-932.568	395.280	4	-938	-1006	0.280	-65.660	-70.420	47	25.184	-0.081440	-0.463058	0.798079	0.376553	
41884063	1706	-4124	1851	416.264	-1006.256	451.644	-4	-892	-903	-0.280	-62.440	-63.210	47	25.184	-0.073909	-0.467386	0.795286	0.378664	
41893419	1618	-4298	2096	394.792	-1048.712	511.424	-2	-860	-837	-0.140	-60.200	-58.590	55	25.215	-0.067451	-0.469703	0.793677	0.380374	
41902774	1512	-4313	2280	368.928	-1052.372	556.320	45	-838	-772	3.150	-58.660	-54.040	55	25.215	-0.061307	-0.471893	0.792166	0.381851	
41912130	1241	-4419	2402	302.804	-1078.236	586.088	66	-759	-727	4.620	-53.130	-50.890	51	25.199	-0.055333	-0.473778	0.790879	0.383094	
41921485	1270	-4573	2366	309.880	-1115.812	577.304	75	-698	-696	5.250	-48.860	-48.720	51	25.199	-0.049790	-0.475362	0.789692	0.384338	
41930841	1398	-4674	2513	341.112	-1140.456	613.172	125	-586	-595	8.750	-41.020	-41.650	39	25.152	-0.044584	-0.476747	0.788553	0.385598	
41940196	1532	-4843	2648	373.808	-1181.692	646.112	95	-483	-439	6.650	-33.810	-30.730	39	25.152	-0.040047	-0.477621	0.787723	0.386710	
41949549	1566	-4918	2774	382.104	-1199.992	676.856	70	-404	-264	4.900	-28.280	-18.480	42	25.164	-0.036465	-0.478358	0.787117	0.387387	
41958906	1371	-4807	2845	334.524	-1172.908	694.180	83	-336	-112	5.810	-23.520	-7.840	42	25.164	-0.033772	-0.478990	0.786805	0.387483	
41968261	1033	-4513	2849	252.052	-1101.172	695.156	114	-292	-10	7.980	-20.440	-0.700	46	25.180	-0.031771	-0.479381	0.786848	0.387082	
41977617	729	-4099	2798	177.876	-1000.156	682.712	142	-270	55	9.940	-18.900	3.850	46	25.180	-0.030178	-0.479516	0.787190	0.386347	
41986972	585	-3682	2734	142.740	-898.408	667.096	127	-254	107	8.890	-17.780	7.490	52	25.203	-0.028801	-0.479463	0.787746	0.385384	
41996326	567	-3340	2680	138.348	-814.960	653.920	54	-232	150	3.780	-16.240	10.500	52	25.203	-0.027671	-0.479432	0.788370	0.384227	
42005683	577	-3209	2573	140.788	-782.996	627.812	-77	-208	161	-5.390	-14.560	11.270	44	25.172	-0.026918	-0.479674	0.788883	0.382924	
42015037	624	-3204	2521	152.256	-781.776	615.124	-200	-198	132	-14.000	-13.860	9.240	44	25.172	-0.026591	-0.480451	0.789055	0.381616	
42024392	633	-3283	2500	154.452	-801.052	610.000	-292	-190	92	-20.440	-13.300	6.440	47	25.184	-0.026496	-0.481763	0.788822	0.380446	
42033746	620	-3392	2506	151.280	-827.648	611.464	-317	-189	79	-22.190	-13.230	5.530	47	25.184	-0.026528	-0.483478	0.788246	0.379463	
42043101	639	-3510	2497	155.916	-856.440	609.268	-283	-188	83	-19.810	-13.160	5.810	50	25.195	-0.026582	-0.485302	0.787568	0.378536	
42052456	694	-3606	2454	169.336	-879.864	598.776	-208	-198	78	-14.560	-13.860	5.460	50	25.195	-0.027966	-0.486328	0.787615	0.377018	
42061811	745	-3604	2419	181.780	-879.376	590.236	-88	-220	65	-6.160	-15.400	4.550	51	25.199	-0.029062	-0.487211	0.787757	0.375497	
42071167	782	-3496	2348	190.808	-853.024	572.912	45	-250	50	3.150	-17.500	3.500	51	25.199	-0.029658	-0.487671	0.788149	0.374028	
42080522	775	-3336	2247	189.100	-813.984	548.268	148	-271	22	10.360	-18.970	1.540	46	25.180	-0.029670	-0.487627	0.788842	0.372621	
42089878	764	-3152	2141	186.416	-769.088	522.404	209	-292	-17	14.630	-20.440	-1.190	46	25.180	-0.029227	-0.487181	0.789743	0.371328	
42099233	759	-2995	2055	185.196	-730.780	501.420	232	-312	-57	16.240	-21.840	-3.990	45	25.176	-0.028384	-0.486508	0.790718	0.370198	
42108588	798	-2955	1945	194.712	-721.020	474.580	209	-318	-97	14.630	-22.260	-6.790	45	25.176	-0.027223	-0.485775	0.791660	0.369235	
42117943	857	-3067	1913	209.108	-748.348	466.772	150	-301	-146	10.500	-21.070	-10.220	48	25.188	-0.025074	-0.485514	0.792083	0.368822	
42127298	946	-3215	1924	230.824	-784.460	469.456	104	-291	-189	7.280	-20.370	-13.230	48	25.188	-0.023805	-0.485546	0.792375	0.368237	
