Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	Quat x	Quat y	Quat z	Quat w	
1693791	1538	-3604	1462	375.272	-879.376	356.728	48	-75	-21	3.360	-5.250	-1.470	40	25.156	-0.126816	-0.548905	0.640795	0.521349	
1703148	1523	-3592	1454	371.612	-876.448	354.776	52	-82	-23	3.640	-5.740	-1.610	46	25.180	-0.126736	-0.549004	0.641036	0.520968	
1712503	1525	-3583	1452	372.100	-874.252	354.288	56	-88	-30	3.920	-6.160	-2.100	46	25.180	-0.126627	-0.549108	0.641295	0.520566	
1721859	1546	-3596	1453	377.224	-877.424	354.532	53	-89	-35	3.710	-6.230	-2.450	34	25.133	-0.126450	-0.549221	0.641546	0.520181	
1731214	1568	-3627	1444	382.592	-884.988	352.336	49	-90	-30	3.430	-6.300	-2.100	34	25.133	-0.126238	-0.549367	0.641756	0.519819	
1740570	1570	-3655	1437	383.080	-891.820	350.628	54	-94	-30	3.780	-6.580	-2.100	41	25.160	-0.126044	-0.549567	0.641942	0.519424	
1749926	1569	-3640	1450	382.836	-888.160	353.800	68	-100	-37	4.760	-7.000	-2.590	41	25.160	-0.125843	-0.549781	0.642141	0.519000	
1759281	1585	-3615	1458	386.740	-882.060	355.752	78	-101	-33	5.460	-7.070	-2.310	50	25.195	-0.125539	-0.549937	0.642381	0.518612	
1768637	1601	-3604	1471	390.644	-879.376	358.924	71	-96	-24	4.970	-6.720	-1.680	50	25.195	-0.125165	-0.550042	0.642658	0.518247	
1777992	1611	-3608	1459	393.084	-880.352	355.996	66	-94	-21	4.620	-6.580	-1.470	52	25.203	-0.124818	-0.550135	0.642934	0.517890	
1787348	1587	-3617	1466	387.228	-882.548	357.704	61	-89	-25	4.270	-6.230	-1.750	52	25.203	-0.124495	-0.550266	0.643182	0.517521	
1796703	1561	-3625	1459	380.884	-884.500	355.996	58	-87	-27	4.060	-6.090	-1.890	43	25.168	-0.124235	-0.550378	0.643427	0.517159	
1806057	1546	-3612	1451	377.224	-881.328	354.044	65	-89	-25	4.550	-6.230	-1.750	43	25.168	-0.124036	-0.550493	0.643673	0.516778	
1815414	1538	-3590	1454	375.272	-875.960	354.776	76	-95	-28	5.320	-6.650	-1.960	40	25.156	-0.123830	-0.550585	0.643953	0.516381	
1824769	1540	-3571	1468	375.760	-871.324	358.192	80	-96	-39	5.600	-6.720	-2.730	40	25.156	-0.123551	-0.550637	0.644272	0.515993	
1834124	1573	-3560	1485	383.812	-868.640	362.340	79	-96	-39	5.530	-6.720	-2.730	39	25.152	-0.123198	-0.550656	0.644583	0.515670	
1843478	1595	-3575	1493	389.180	-872.300	364.292	71	-89	-28	4.970	-6.230	-1.960	39	25.152	-0.122780	-0.550666	0.644876	0.515391	
1852833	1601	-3622	1495	390.644	-883.768	364.780	60	-81	-27	4.200	-5.670	-1.890	47	25.184	-0.122421	-0.550686	0.645159	0.515101	
1862188	1587	-3643	1490	387.228	-888.892	363.560	59	-77	-34	4.130	-5.390	-2.380	47	25.184	-0.122158	-0.550742	0.645402	0.514799	
1871543	1562	-3625	1501	381.128	-884.500	366.244	68	-80	-30	4.760	-5.600	-2.100	34	25.133	-0.121933	-0.550803	0.645626	0.514506	
1880899	1546	-3607	1507	377.224	-880.108	367.708	77	-83	-23	5.390	-5.810	-1.610	34	25.133	-0.121702	-0.550795	0.645923	0.514196	
1890255	1551	-3574	1497	378.444	-872.056	365.268	83	-82	-28	5.810	-5.740	-1.960	45	25.176	-0.121463	-0.550733	0.646289	0.513860	
1899610	1559	-3553	1499	380.396	-866.932	365.756	77	-78	-36	5.390	-5.460	-2.520	45	25.176	-0.121162	-0.550657	0.646643	0.513568	
1908965	1566	-3577	1495	382.104	-872.788	364.780	64	-72	-36	4.480	-5.040	-2.520	40	25.156	-0.120837	-0.550592	0.646945	0.513333	
1918320	1581	-3615	1503	385.764	-882.060	366.732	55	-66	-31	3.850	-4.620	-2.170	40	25.156	-0.120584	-0.550580	0.647191	0.513094	
1927676	1599	-3640	1503	390.156	-888.160	366.732	49	-61	-25	3.430	-4.270	-1.750	38	25.148	-0.120400	-0.550593	0.647413	0.512843	
1937031	1612	-3657	1498	393.328	-892.308	365.512	50	-57	-15	3.500	-3.990	-1.050	38	25.148	-0.120264	-0.550632	0.647614	0.512579	
1946387	1609	-3661	1489	392.596	-893.284	363.316	48	-54	-7	3.360	-3.780	-0.490	46	25.180	-0.120164	-0.550672	0.647829	0.512288	
1955742	1608	-3649	1494	392.352	-890.356	364.536	56	-53	6	3.920	-3.710	0.420	46	25.180	-0.120116	-0.550721	0.648052	0.511965	
1965098	1588	-3659	1510	387.472	-892.796	368.440	54	-47	14	3.780	-3.290	0.980	38	25.148	-0.120075	-0.550714	0.648341	0.511616	
1974454	1572	-3676	1517	383.568	-896.944	370.148	49	-43	19	3.430	-3.010	1.330	38	25.148	-0.120117	-0.550658	0.648672	0.511246	
1983809	1507	-3701	1515	367.708	-903.044	369.660	50	-65	26	3.500	-4.550	1.820	34	25.133	-0.120234	-0.550593	0.649016	0.510851	
1993165	1528	-3705	1481	372.832	-904.020	361.364	76	-114	22	5.320	-7.980	1.540	34	25.133	-0.120406	-0.550557	0.649450	0.510298	
2002520	1525	-3679	1476	372.100	-897.676	360.144	95	-129	16	6.650	-9.030	1.120	43	25.168	-0.120286	-0.550642	0.649936	0.509616	
2011876	1517	-3658	1475	370.148	-892.552	359.900	108	-140	19	7.560	-9.800	1.330	43	25.168	-0.120017	-0.550701	0.650470	0.508933	
2021231	1553	-3598	1456	378.932	-877.912	355.264	137	-149	23	9.590	-10.430	1.610	43	25.168	-0.119671	-0.550731	0.651065	0.508222	
2030585	1558	-3535	1464	380.152	-862.540	357.216	140	-138	14	9.800	-9.660	0.980	43	25.168	-0.119117	-0.550709	0.651717	0.507539	
2039940	1552	-3479	1496	378.688	-848.876	365.024	136	-124	11	9.520	-8.680	0.770	37	25.145	-0.118502	-0.550615	0.652346	0.506976	
2049295	1526	-3473	1493	372.344	-847.412	364.292	116	-107	16	8.120	-7.490	1.120	37	25.145	-0.117890	-0.550419	0.652976	0.506520	
2058650	1509	-3521	1482	368.196	-859.124	361.608	96	-95	17	6.720	-6.650	1.190	36	25.141	-0.117454	-0.550235	0.653563	0.506064	
2068005	1470	-3559	1487	358.680	-868.396	362.828	88	-87	4	6.160	-6.090	0.280	36	25.141	-0.117197	-0.550123	0.654083	0.505574	
2077360	1429	-3584	1495	348.676	-874.496	364.780	82	-80	-9	5.740	-5.600	-0.630	39	25.152	-0.117043	-0.550013	0.654569	0.505100	
2086715	1403	-3606	1491	342.332	-879.864	363.804	85	-78	-7	5.950	-5.460	-0.490	39	25.152	-0.116974	-0.549888	0.655034	0.504650	
2096070	1404	-3601	1499	342.576	-878.644	365.756	87	-81	-9	6.090	-5.670	-0.630	40	25.156	-0.116967	-0.549747	0.655526	0.504164	
2105426	1404	-3573	1490	342.576	-871.812	363.560	82	-83	-20	5.740	-5.810	-1.400	40	25.156	-0.116923	-0.549598	0.656024	0.503690	
2114782	1404	-3537	1463	342.576	-863.028	356.972	72	-90	-29	5.040	-6.300	-2.030	37	25.145	-0.116828	-0.549486	0.656464	0.503260	
2124137	1393	-3522	1450	339.892	-859.368	353.800	64	-94	-35	4.480	-6.580	-2.450	37	25.145	-0.116686	-0.549470	0.656826	0.502839	
2133493	1400	-3544	1470	341.600	-864.736	358.680	56	-93	-38	3.920	-6.510	-2.660	37	25.145	-0.116541	-0.549508	0.657145	0.502414	
2142848	1437	-3580	1503	350.628	-873.520	366.732	50	-90	-39	3.500	-6.300	-2.730	37	25.145	-0.116410	-0.549554	0.657440	0.502007	
2152204	1487	-3632	1514	362.828	-886.208	369.416	43	-85	-36	3.010	-5.950	-2.520	35	25.137	-0.116256	-0.549599	0.657707	0.501643	
2161559	1502	-3665	1533	366.488	-894.260	374.052	43	-81	-35	3.010	-5.670	-2.450	35	25.137	-0.116106	-0.549691	0.657923	0.501295	
2170915	1469	-3659	1500	358.436	-892.796	366.000	51	-85	-27	3.570	-5.950	-1.890	38	25.148	-0.115968	-0.549761	0.658141	0.500962	
2180270	1436	-3643	1515	350.384	-888.892	369.660	60	-89	-18	4.200	-6.230	-1.260	38	25.148	-0.115875	-0.549840	0.658408	0.500547	
2189624	1423	-3646	1523	347.212	-889.624	371.612	61	-87	-18	4.270	-6.090	-1.260	38	25.148	-0.115801	-0.549837	0.658772	0.500087	
2198981	1434	-3648	1544	349.896	-890.112	376.736	58	-82	-26	4.060	-5.740	-1.820	38	25.148	-0.115747	-0.549806	0.659155	0.499630	
2208336	1475	-3648	1523	359.900	-890.112	371.612	54	-85	-22	3.780	-5.950	-1.540	33	25.129	-0.115668	-0.549751	0.659509	0.499241	
2217692	1464	-3670	1532	357.216	-895.480	373.808	52	-87	-15	3.640	-6.090	-1.050	33	25.129	-0.115540	-0.549780	0.659807	0.498844	
2227047	1471	-3660	1522	358.924	-893.040	371.368	59	-100	-21	4.130	-7.000	-1.470	38	25.148	-0.115460	-0.549805	0.660136	0.498400	
2236403	1476	-3628	1559	360.144	-885.232	380.396	67	-102	-22	4.690	-7.140	-1.540	38	25.148	-0.115275	-0.549862	0.660462	0.497947	
2245758	1506	-3620	1588	367.464	-883.280	387.472	68	-97	-14	4.760	-6.790	-0.980	38	25.148	-0.115006	-0.549822	0.660842	0.497549	
2255112	1555	-3645	1617	379.420	-889.380	394.548	59	-84	-9	4.130	-5.880	-0.630	38	25.148	-0.114711	-0.549729	0.661243	0.497187	
2264467	1577	-3670	1620	384.788	-895.480	395.280	55	-74	-6	3.850	-5.180	-0.420	31	25.121	-0.114438	-0.549627	0.661603	0.496884	
2273822	1558	-3669	1602	380.152	-895.236	390.888	65	-72	-1	4.550	-5.040	-0.070	31	25.121	-0.114208	-0.549532	0.661934	0.496601	
2283178	1525	-3661	1569	372.100	-893.284	382.836	73	-71	4	5.110	-4.970	0.280	50	25.195	-0.114008	-0.549412	0.662305	0.496285	
2292533	1505	-3628	1555	367.220	-885.232	379.420	79	-73	6	5.530	-5.110	0.420	50	25.195	-0.113860	-0.549289	0.662710	0.495914	
2301887	1497	-3568	1542	365.268	-870.592	376.248	82	-76	4	5.740	-5.320	0.280	32	25.125	-0.113701	-0.549147	0.663143	0.495529	
2311244	1522	-3534	1556	371.368	-862.296	379.664	77	-76	3	5.390	-5.320	0.210	32	25.125	-0.113482	-0.548997	0.663576	0.495166	
2320599	1551	-3531	1564	378.444	-861.564	381.616	61	-68	-1	4.270	-4.760	-0.070	49	25.191	-0.113198	-0.548846	0.663980	0.494857	
2329955	1555	-3555	1554	379.420	-867.420	379.176	47	-60	-1	3.290	-4.200	-0.070	49	25.191	-0.112924	-0.548742	0.664298	0.494608	
2339310	1534	-3579	1551	374.296	-873.276	378.444	37	-54	-2	2.590	-3.780	-0.140	33	25.129	-0.112738	-0.548701	0.664552	0.494354	
2348665	1503	-3588	1544	366.732	-875.472	376.736	30	-51	-2	2.100	-3.570	-0.140	33	25.129	-0.112653	-0.548685	0.664781	0.494083	
2358020	1483	-3587	1549	361.852	-875.228	377.956	31	-46	-5	2.170	-3.220	-0.350	31	25.121	-0.112658	-0.548685	0.665005	0.493781	
2367375	1494	-3577	1557	364.536	-872.788	379.908	33	-43	-14	2.310	-3.010	-0.980	31	25.121	-0.112696	-0.548648	0.665239	0.493497	
2376729	1511	-3556	1538	368.684	-867.664	375.272	34	-42	-23	2.380	-2.940	-1.610	41	25.160	-0.112680	-0.548591	0.665450	0.493280	
2386086	1510	-3555	1534	368.440	-867.420	374.296	27	-41	-27	1.890	-2.870	-1.890	41	25.160	-0.112597	-0.548568	0.665605	0.493116	
2395442	1494	-3579	1513	364.536	-873.276	369.172	22	-40	-33	1.540	-2.800	-2.310	36	25.141	-0.112526	-0.548577	0.665723	0.492963	
2404797	1488	-3614	1524	363.072	-881.816	371.856	23	-38	-41	1.610	-2.660	-2.870	36	25.141	-0.112508	-0.548643	0.665800	0.492789	
2414151	1510	-3667	1525	368.440	-894.748	372.100	24	-37	-42	1.680	-2.590	-2.940	32	25.125	-0.112503	-0.548697	0.665871	0.492634	
2423508	1512	-3700	1534	368.928	-902.800	374.296	30	-35	-36	2.100	-2.450	-2.520	32	25.125	-0.112502	-0.548779	0.665922	0.492473	
2432863	1510	-3700	1529	368.440	-902.800	373.076	40	-38	-32	2.800	-2.660	-2.240	46	25.180	-0.112530	-0.548830	0.666013	0.492287	
2442219	1499	-3670	1503	365.756	-895.480	366.732	49	-39	-34	3.430	-2.730	-2.380	46	25.180	-0.112533	-0.548856	0.666144	0.492080	
2451574	1484	-3644	1488	362.096	-889.136	363.072	49	-36	-38	3.430	-2.520	-2.660	34	25.133	-0.112502	-0.548875	0.666285	0.491875	
2460930	1490	-3638	1501	363.560	-887.672	366.244	44	-28	-35	3.080	-1.960	-2.450	34	25.133	-0.112477	-0.548894	0.666411	0.491690	
2470285	1517	-3666	1500	370.148	-894.504	366.000	35	-16	-32	2.450	-1.120	-2.240	36	25.141	-0.112484	-0.548886	0.666531	0.491533	
2479639	1522	-3685	1498	371.368	-899.140	365.512	34	-9	-33	2.380	-0.630	-2.310	36	25.141	-0.112549	-0.548907	0.666599	0.491403	
2488994	1519	-3681	1483	370.636	-898.164	361.852	40	-10	-32	2.800	-0.700	-2.240	37	25.145	-0.112647	-0.548928	0.666648	0.491289	
2498348	1493	-3663	1451	364.292	-893.772	354.044	48	-11	-30	3.360	-0.770	-2.100	37	25.145	-0.112732	-0.548950	0.666709	0.491164	
2507703	1486	-3634	1439	362.584	-886.696	351.116	66	-15	-32	4.620	-1.050	-2.240	39	25.152	-0.112833	-0.548973	0.666792	0.491002	
2517058	1504	-3623	1472	366.976	-884.012	359.168	74	-14	-35	5.180	-0.980	-2.450	39	25.152	-0.112853	-0.548946	0.666922	0.490851	
2526413	1521	-3619	1469	371.124	-883.036	358.436	71	-11	-35	4.970	-0.770	-2.450	42	25.164	-0.112793	-0.548838	0.667084	0.490765	
2535769	1522	-3617	1480	371.368	-882.548	361.120	66	-15	-34	4.620	-1.050	-2.380	42	25.164	-0.112723	-0.548750	0.667216	0.490701	
2545124	1492	-3608	1482	364.048	-880.352	361.608	56	-16	-35	3.920	-1.120	-2.450	42	25.164	-0.112647	-0.548673	0.667346	0.490627	
2554480	1471	-3598	1463	358.924	-877.912	356.972	51	-20	-40	3.570	-1.400	-2.800	42	25.164	-0.112632	-0.548613	0.667469	0.490529	
2563836	1452	-3581	1473	354.288	-873.764	359.412	57	-26	-43	3.990	-1.820	-3.010	43	25.168	-0.112633	-0.548603	0.667564	0.490411	
2573191	1456	-3564	1472	355.264	-869.616	359.168	57	-32	-48	3.990	-2.240	-3.360	43	25.168	-0.112597	-0.548553	0.667700	0.490292	
2582547	1469	-3559	1492	358.436	-868.396	364.048	62	-36	-55	4.340	-2.520	-3.850	43	25.168	-0.112502	-0.548520	0.667820	0.490186	
2591902	1503	-3580	1516	366.732	-873.520	369.904	64	-37	-58	4.480	-2.590	-4.060	43	25.168	-0.112324	-0.548456	0.667947	0.490125	
2601258	1514	-3640	1515	369.416	-888.160	369.660	58	-32	-60	4.060	-2.240	-4.200	43	25.168	-0.112082	-0.548381	0.668065	0.490104	
2610613	1504	-3660	1490	366.976	-893.040	363.560	65	-34	-62	4.550	-2.380	-4.340	43	25.168	-0.111904	-0.548353	0.668142	0.490071	
2619969	1469	-3650	1480	358.436	-890.600	361.120	75	-40	-63	5.250	-2.800	-4.410	42	25.164	-0.111736	-0.548351	0.668221	0.490003	
2629324	1455	-3624	1484	355.020	-884.256	362.096	81	-43	-65	5.670	-3.010	-4.550	42	25.164	-0.111568	-0.548321	0.668352	0.489897	
2638679	1467	-3604	1501	357.948	-879.376	366.244	76	-39	-66	5.320	-2.730	-4.620	45	25.176	-0.111367	-0.548252	0.668515	0.489798	
2648035	1502	-3612	1532	366.488	-881.328	373.808	67	-31	-68	4.690	-2.170	-4.760	45	25.176	-0.111151	-0.548162	0.668662	0.489747	
2657390	1501	-3649	1562	366.244	-890.356	381.128	54	-23	-68	3.780	-1.610	-4.760	31	25.121	-0.110924	-0.548060	0.668769	0.489766	
2666746	1474	-3690	1574	359.656	-900.360	384.056	50	-15	-62	3.500	-1.050	-4.340	31	25.121	-0.110788	-0.547953	0.668857	0.489797	
2676101	1457	-3701	1582	355.508	-903.044	386.008	60	-12	-51	4.200	-0.840	-3.570	38	25.148	-0.110785	-0.547821	0.668973	0.489787	
2685455	1449	-3674	1575	353.556	-896.456	384.300	78	-10	-45	5.460	-0.700	-3.150	38	25.148	-0.110831	-0.547619	0.669167	0.489736	
2694812	1453	-3629	1572	354.532	-885.476	383.568	92	-8	-45	6.440	-0.560	-3.150	51	25.199	-0.110846	-0.547339	0.669431	0.489685	
2704167	1458	-3586	1559	355.752	-874.984	380.396	93	-5	-46	6.510	-0.350	-3.220	51	25.199	-0.110788	-0.546993	0.669730	0.489677	
2713522	1433	-3583	1564	349.652	-874.252	381.616	80	2	-47	5.600	0.140	-3.290	38	25.148	-0.110696	-0.546646	0.670009	0.489704	
2722877	1414	-3592	1575	345.016	-876.448	384.300	69	6	-53	4.830	0.420	-3.710	38	25.148	-0.110701	-0.546311	0.670262	0.489731	
2732232	1409	-3622	1564	343.796	-883.768	381.616	57	11	-63	3.990	0.770	-4.410	41	25.160	-0.110767	-0.545989	0.670483	0.489772	
2741587	1404	-3645	1568	342.576	-889.380	382.592	55	15	-69	3.850	1.050	-4.830	41	25.160	-0.110890	-0.545741	0.670623	0.489828	
2750942	1417	-3654	1556	345.748	-891.576	379.664	56	14	-70	3.920	0.980	-4.900	30	25.117	-0.111039	-0.545498	0.670741	0.489903	
2760298	1418	-3662	1542	345.992	-893.528	376.248	57	12	-67	3.990	0.840	-4.690	30	25.117	-0.111167	-0.545292	0.670835	0.489976	
2769653	1422	-3644	1556	346.968	-889.136	379.664	61	8	-69	4.270	0.560	-4.830	43	25.168	-0.111303	-0.545117	0.670924	0.490018	
2779009	1428	-3616	1543	348.432	-882.304	376.492	63	2	-73	4.410	0.140	-5.110	43	25.168	-0.111379	-0.544913	0.671031	0.490081	
2788365	1433	-3610	1537	349.652	-880.840	375.028	62	-1	-74	4.340	-0.070	-5.180	28	25.109	-0.111386	-0.544737	0.671119	0.490155	
2797718	1436	-3621	1540	350.384	-883.524	375.760	58	-6	-75	4.060	-0.420	-5.250	28	25.109	-0.111371	-0.544586	0.671191	0.490226	
2807075	1419	-3648	1542	346.236	-890.112	376.248	55	-11	-77	3.850	-0.770	-5.390	51	25.199	-0.111349	-0.544470	0.671250	0.490279	
2816430	1408	-3666	1532	343.552	-894.504	373.808	59	-20	-78	4.130	-1.400	-5.460	51	25.199	-0.111359	-0.544382	0.671311	0.490293	
2825786	1396	-3655	1533	340.624	-891.820	374.052	73	-33	-75	5.110	-2.310	-5.250	47	25.184	-0.111356	-0.544323	0.671385	0.490258	
2835141	1406	-3619	1519	343.064	-883.036	370.636	82	-46	-72	5.740	-3.220	-5.040	47	25.184	-0.111283	-0.544233	0.671529	0.490176	
2844497	1407	-3575	1523	343.308	-872.300	371.612	86	-54	-67	6.020	-3.780	-4.690	35	25.137	-0.111106	-0.544158	0.671698	0.490068	
2853852	1412	-3569	1544	344.528	-870.836	376.736	82	-61	-59	5.740	-4.270	-4.130	35	25.137	-0.110865	-0.544062	0.671903	0.489949	
2863207	1413	-3596	1550	344.772	-877.424	378.200	77	-64	-56	5.390	-4.480	-3.920	38	25.148	-0.110612	-0.543962	0.672137	0.489796	
2872563	1417	-3613	1560	345.748	-881.572	380.640	83	-68	-54	5.810	-4.760	-3.780	38	25.148	-0.110390	-0.543893	0.672367	0.489607	
2881918	1415	-3602	1578	345.260	-878.888	385.032	98	-73	-48	6.860	-5.110	-3.360	37	25.145	-0.110147	-0.543807	0.672627	0.489399	
2891274	1419	-3583	1569	346.236	-874.252	382.836	101	-73	-46	7.070	-5.110	-3.220	37	25.145	-0.109849	-0.543641	0.672971	0.489179	
2900629	1429	-3558	1560	348.676	-868.152	380.640	97	-72	-49	6.790	-5.040	-3.430	40	25.156	-0.109531	-0.543474	0.673316	0.488961	
2909983	1424	-3537	1559	347.456	-863.028	380.396	87	-74	-53	6.090	-5.180	-3.710	40	25.156	-0.109187	-0.543334	0.673623	0.488770	
2919340	1420	-3540	1556	346.480	-863.760	379.664	66	-72	-57	4.620	-5.040	-3.990	42	25.164	-0.108844	-0.543231	0.673892	0.488589	
2928695	1420	-3565	1560	346.480	-869.860	380.640	50	-71	-61	3.500	-4.970	-4.270	42	25.164	-0.108567	-0.543212	0.674084	0.488408	
2938050	1421	-3590	1577	346.724	-875.960	384.788	45	-75	-64	3.150	-5.250	-4.480	39	25.152	-0.108346	-0.543259	0.674217	0.488222	
2947404	1413	-3615	1587	344.772	-882.060	387.228	39	-82	-64	2.730	-5.740	-4.480	39	25.152	-0.108128	-0.543321	0.674342	0.488028	
2956759	1406	-3641	1587	343.064	-888.404	387.228	36	-95	-59	2.520	-6.650	-4.130	40	25.156	-0.107931	-0.543416	0.674467	0.487793	
2966114	1393	-3665	1593	339.892	-894.260	388.692	39	-107	-56	2.730	-7.490	-3.920	40	25.156	-0.107739	-0.543561	0.674610	0.487475	
2975469	1387	-3668	1603	338.428	-894.992	391.132	47	-120	-53	3.290	-8.400	-3.710	39	25.152	-0.107539	-0.543719	0.674794	0.487090	
2984825	1393	-3657	1615	339.892	-892.308	394.060	62	-137	-45	4.340	-9.590	-3.150	39	25.152	-0.107283	-0.543859	0.675033	0.486658	
2994180	1389	-3641	1628	338.916	-888.404	397.232	76	-148	-38	5.320	-10.360	-2.660	43	25.168	-0.106922	-0.543960	0.675358	0.486173	
3003536	1390	-3628	1648	339.160	-885.232	402.112	88	-157	-29	6.160	-10.990	-2.030	43	25.168	-0.106490	-0.544002	0.675769	0.485650	
3012891	1378	-3639	1632	336.232	-887.916	398.208	89	-166	-20	6.230	-11.620	-1.400	40	25.156	-0.105998	-0.543979	0.676265	0.485093	
3022246	1349	-3659	1625	329.156	-892.796	396.500	93	-171	-16	6.510	-11.970	-1.120	40	25.156	-0.105531	-0.543997	0.676786	0.484446	
3031602	1341	-3651	1621	327.204	-890.844	395.524	101	-176	-14	7.070	-12.320	-0.980	30	25.117	-0.105110	-0.544017	0.677348	0.483729	
3040957	1335	-3643	1619	325.740	-888.892	395.036	107	-178	-10	7.490	-12.460	-0.700	30	25.117	-0.104660	-0.544018	0.677945	0.482990	
3050313	1343	-3625	1622	327.692	-884.500	395.768	110	-176	-7	7.700	-12.320	-0.490	44	25.172	-0.104200	-0.543996	0.678573	0.482232	
3059668	1349	-3610	1636	329.156	-880.840	399.184	112	-173	-8	7.840	-12.110	-0.560	44	25.172	-0.103719	-0.543947	0.679212	0.481489	
3069024	1370	-3589	1647	334.280	-875.716	401.868	106	-168	-8	7.420	-11.760	-0.560	48	25.188	-0.103212	-0.543858	0.679859	0.480785	
3078379	1392	-3593	1635	339.648	-876.692	398.940	92	-160	-6	6.440	-11.200	-0.420	48	25.188	-0.102685	-0.543765	0.680476	0.480130	
3087734	1405	-3608	1620	342.820	-880.352	395.280	82	-155	-5	5.740	-10.850	-0.350	34	25.133	-0.102203	-0.543742	0.681018	0.479491	
3097090	1413	-3628	1605	344.772	-885.232	391.620	75	-152	-5	5.250	-10.640	-0.350	34	25.133	-0.101766	-0.543786	0.681500	0.478849	
3106445	1397	-3646	1579	340.868	-889.624	385.276	69	-149	-2	4.830	-10.430	-0.140	47	25.184	-0.101366	-0.543888	0.681936	0.478197	
3115800	1387	-3654	1559	338.428	-891.576	380.396	69	-150	0	4.830	-10.500	0.000	47	25.184	-0.101051	-0.544046	0.682346	0.477497	
3125155	1390	-3654	1569	339.160	-891.576	382.836	78	-152	1	5.460	-10.640	0.070	49	25.191	-0.100765	-0.544236	0.682751	0.476763	
3134509	1391	-3640	1575	339.404	-888.160	384.300	83	-155	2	5.810	-10.850	0.140	49	25.191	-0.100438	-0.544379	0.683194	0.476034	
3143864	1403	-3651	1571	342.332	-890.844	383.324	86	-160	3	6.020	-11.200	0.210	39	25.152	-0.100071	-0.544492	0.683661	0.475310	
3153218	1415	-3662	1567	345.260	-893.528	382.348	91	-161	0	6.370	-11.270	0.000	39	25.152	-0.099667	-0.544625	0.684129	0.474570	
3162573	1427	-3662	1548	348.188	-893.528	377.712	101	-164	-1	7.070	-11.480	-0.070	36	25.141	-0.099224	-0.544761	0.684589	0.473842	
3171928	1436	-3658	1545	350.384	-892.552	376.980	111	-170	2	7.770	-11.900	0.140	36	25.141	-0.098725	-0.544905	0.685051	0.473113	
3181283	1453	-3649	1534	354.532	-890.356	374.296	119	-174	6	8.330	-12.180	0.420	42	25.164	-0.098168	-0.545032	0.685545	0.472366	
3190638	1478	-3622	1532	360.632	-883.768	373.808	125	-175	8	8.750	-12.250	0.560	42	25.164	-0.097554	-0.545159	0.686053	0.471608	
3199993	1501	-3585	1530	366.244	-874.740	373.320	129	-177	8	9.030	-12.390	0.560	37	25.145	-0.096864	-0.545269	0.686565	0.470878	
3209349	1513	-3556	1529	369.172	-867.664	373.076	129	-180	8	9.030	-12.600	0.560	37	25.145	-0.096090	-0.545366	0.687073	0.470183	
3218704	1515	-3563	1542	369.660	-869.372	376.248	121	-177	6	8.470	-12.390	0.420	33	25.129	-0.095263	-0.545466	0.687573	0.469504	
3228060	1521	-3566	1553	371.124	-870.104	378.932	114	-173	5	7.980	-12.110	0.350	33	25.129	-0.094465	-0.545571	0.688051	0.468841	
3237416	1505	-3584	1562	367.220	-874.496	381.128	105	-170	4	7.350	-11.900	0.280	46	25.180	-0.093691	-0.545679	0.688509	0.468198	
3246771	1509	-3584	1560	368.196	-874.496	380.640	100	-168	-1	7.000	-11.760	-0.070	46	25.180	-0.092990	-0.545798	0.688955	0.467543	
3256127	1516	-3562	1567	369.904	-869.128	382.348	95	-164	-5	6.650	-11.480	-0.350	47	25.184	-0.092292	-0.545938	0.689366	0.466911	
