Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]
35106940	11296	8416	3616	689.056	513.376	220.576	1952
35111895	11264	8416	3200	687.104	513.376	195.2	2048
35116851	10912	8208	3168	665.632	500.688	193.248	2208
35121807	10688	8064	3104	651.968	491.904	189.344	2144
35126763	10336	7840	3056	630.496	478.24	186.416	2416
35131719	9824	7664	3040	599.264	467.504	185.44	2432
35136675	9488	7424	3200	578.768	452.864	195.2	2592
35141631	9888	7248	3040	603.168	442.128	185.44	2528
35146587	9728	7248	2960	593.408	442.128	180.56	2464
35151543	9584	6960	2528	584.624	424.56	154.208	2480
35156499	9344	6752	2224	569.984	411.872	135.664	2272
35161455	8240	6496	1888	502.64	396.256	115.168	1920
35166411	7456	6432	1440	454.816	392.352	87.84	1632
35171367	7232	6496	992	441.152	396.256	60.512	1280
35176322	6560	6560	976	400.16	400.16	59.536	928
35181278	6448	6736	1152	393.328	410.896	70.272	400
35186234	6304	7120	1408	384.544	434.32	85.888	128
35191189	6272	7520	1520	382.592	458.72	92.72	-448
35196146	6176	7680	1632	376.736	468.48	99.552	-816
35201102	6576	8096	1360	401.136	493.856	82.96	-1040
35206056	7024	8528	1136	428.464	520.208	69.296	-1296
35211012	7408	8864	880	451.888	540.704	53.68	-1472
35215970	7904	8912	496	482.144	543.632	30.256	-1504
35220926	8368	8896	-48	510.448	542.656	-2.928	-1600
35225882	8848	8960	-592	539.728	546.56	-36.112	-1696
35230838	9168	9024	-1008	559.248	550.464	-61.488	-1904
35235794	9168	9248	-1280	559.248	564.128	-78.08	-2064
35240749	9104	9536	-1344	555.344	581.696	-81.984	-2336
35245706	8976	9696	-1232	547.536	591.456	-75.152	-2576
35250662	8880	9984	-944	541.68	609.024	-57.584	-2592
35255619	8720	10160	-560	531.92	619.76	-34.16	-2704
35260575	8768	10192	-432	534.848	621.712	-26.352	-2736
35265531	8832	10064	-416	538.752	613.904	-25.376	-2800
35270486	8864	9920	-464	540.704	605.12	-28.304	-2768
35275441	8928	9840	-656	544.608	600.24	-40.016	-2736
35280398	8848	9808	-848	539.728	598.288	-51.728	-2656
35285355	8752	10048	-1328	533.872	612.928	-81.008	-2416
35290311	8304	10384	-1824	506.544	633.424	-111.264	-2432
35295267	7856	10448	-2224	479.216	637.328	-135.664	-2320
35300223	7184	10320	-2608	438.224	629.52	-159.088	-2096
35305177	6384	10144	-3040	389.424	618.784	-185.44	-2144
35310134	5472	10048	-3408	333.792	612.928	-207.888	-2000
35315090	4544	9856	-3760	277.184	601.216	-229.36	-2048
35320046	3584	9648	-4080	218.624	588.528	-248.88	-2032
35325002	2672	9440	-4112	162.992	575.84	-250.832	-2112
35329957	1760	8992	-3856	107.36	548.512	-235.216	-2288
35334913	768	8544	-3424	46.848	521.184	-208.864	-2320
35339869	-288	7952	-2960	-17.568	485.072	-180.56	-2464
35344825	-1328	7440	-2640	-81.008	453.84	-161.04	-2656
35349783	-2256	6832	-2432	-137.616	416.752	-148.352	-2784
35354739	-2880	6208	-2400	-175.68	378.688	-146.4	-2992
35359695	-3232	5568	-2416	-197.152	339.648	-147.376	-3056
35364651	-3232	5136	-2480	-197.152	313.296	-151.28	-3232
35369606	-2896	4912	-2496	-176.656	299.632	-152.256	-3168
35374562	-2320	4976	-2400	-141.52	303.536	-146.4	-3296
35379519	-1568	5328	-2256	-95.648	325.008	-137.616	-3296
35384475	-448	5840	-2160	-27.328	356.24	-131.76	-3136
35389432	704	6608	-2224	42.944	403.088	-135.664	-3168
35394388	2192	7360	-2272	133.712	448.96	-138.592	-3040
35399343	3648	8080	-2384	222.528	492.88	-145.424	-2928
35404299	4880	8720	-2592	297.68	531.92	-158.112	-2864
35409255	6224	9280	-2752	379.664	566.08	-167.872	-2624
35414210	7232	9728	-2880	441.152	593.408	-175.68	-2512
35419166	8176	10048	-2944	498.736	612.928	-179.584	-2240
35424122	8800	10256	-2912	536.8	625.616	-177.632	-2256
35429078	9344	10336	-2784	569.984	630.496	-169.824	-2144
35434033	9840	10368	-2688	600.24	632.448	-163.968	-1984
35438989	10160	10320	-2480	619.76	629.52	-151.28	-2000
35443946	10288	10192	-2256	627.568	621.712	-137.616	-1856
35448902	10336	10016	-2128	630.496	610.976	-129.808	-1760
35453858	10272	9792	-2048	626.592	597.312	-124.928	-1648
35458814	10048	9632	-2064	612.928	587.552	-125.904	-1488
35463769	9792	9552	-2112	597.312	582.672	-128.832	-1440
35468724	9504	9648	-2208	579.744	588.528	-134.688	-1088
35473681	9216	10096	-2400	562.176	615.856	-146.4	-992
35478633	9040	10624	-2448	551.44	648.064	-149.328	-800
35483592	8832	11280	-2512	538.752	688.08	-153.232	-528
35488547	8608	11872	-2544	525.088	724.192	-155.184	-336
35493501	8464	12448	-2608	516.304	759.328	-159.088	-48
35498456	8320	12928	-2624	507.52	788.608	-160.064	160
35503412	8112	13200	-2704	494.832	805.2	-164.944	432
35508368	7952	13344	-2896	485.072	813.984	-176.656	560
35513323	7824	13216	-2912	477.264	806.176	-177.632	752
35518278	7760	13056	-3056	473.36	796.416	-186.416	1104
35523232	7696	12784	-3184	469.456	779.824	-194.224	1152
35528189	7696	12496	-3248	469.456	762.256	-198.128	1248
35533144	7680	12208	-3296	468.48	744.688	-201.056	1376
35538100	7568	12096	-3296	461.648	737.856	-201.056	1424
35543056	7600	12112	-3296	463.6	738.832	-201.056	1584
35548011	7648	12160	-3328	466.528	741.76	-203.008	1584
35552967	7856	12192	-3280	479.216	743.712	-200.08	1696
35557921	7904	12112	-3088	482.144	738.832	-188.368	1648
35562877	7872	12000	-2928	480.192	732	-178.608	1696
35567834	7632	11904	-2672	465.552	726.144	-162.992	1840
35572789	7408	11856	-2592	451.888	723.216	-158.112	1792
35577744	7184	11840	-2464	438.224	722.24	-150.304	1840
35582699	6848	11792	-2352	417.728	719.312	-143.472	1808
35587654	6416	11840	-2288	391.376	722.24	-139.568	1840
35592609	6352	11936	-2176	387.472	728.096	-132.736	1984
35597566	6000	11984	-2128	366	731.024	-129.808	1872
35602522	5920	11792	-2112	361.12	719.312	-128.832	2112
35607477	5872	11376	-2192	358.192	693.936	-133.712	1984
35612433	5920	10784	-2256	361.12	657.824	-137.616	2016
35617388	6048	10368	-2304	368.928	632.448	-140.544	2096
35622342	6288	9872	-2240	383.568	602.192	-136.64	2064
35627297	6480	9536	-2320	395.28	581.696	-141.52	2128
35632255	6864	9264	-2608	418.704	565.104	-159.088	2096
35637210	7232	9152	-2688	441.152	558.272	-163.968	2048
35642166	7696	9232	-2736	469.456	563.152	-166.896	2064
35647121	7952	9536	-2768	485.072	581.696	-168.848	2112
35652077	8384	9760	-2752	511.424	595.36	-167.872	2176
35657032	8544	10176	-2704	521.184	620.736	-164.944	2080
35661989	8896	10624	-2624	542.656	648.064	-160.064	2032
35666945	8928	10832	-2496	544.608	660.752	-152.256	2144
35671900	8896	11104	-2384	542.656	677.344	-145.424	1984
35676855	8912	11344	-2304	543.632	691.984	-140.544	2016
35681810	8688	11472	-2064	529.968	699.792	-125.904	1888
35686766	8640	11456	-1888	527.04	698.816	-115.168	1888
35691722	8592	11168	-1632	524.112	681.248	-99.552	1888
35696678	8320	10864	-1168	507.52	662.704	-71.248	1856
35701633	8256	10176	-992	503.616	620.736	-60.512	1968
35706589	8288	9664	-704	505.568	589.504	-42.944	1888
35711545	8336	9232	-432	508.496	563.152	-26.352	1872
35716501	8192	8960	-16	499.712	546.56	-0.976	1872
35721456	8192	8752	96	499.712	533.872	5.856	1616
35726411	8432	8480	192	514.352	517.28	11.712	1568
35731367	8832	8352	176	538.752	509.472	10.736	1456
35736323	8672	8672	128	528.992	528.992	7.808	1536
35741279	9040	9248	-16	551.44	564.128	-0.976	1440
35746234	9264	9568	-128	565.104	583.648	-7.808	1280
35751190	9712	9520	-384	592.432	580.72	-23.424	1056
35756144	10048	9632	-368	612.928	587.552	-22.448	624
35761100	10400	9664	-544	634.4	589.504	-33.184	336
35766056	10656	9824	-704	650.016	599.264	-42.944	32
35771011	10720	9728	-896	653.92	593.408	-54.656	-128
35775968	10784	9440	-1120	657.824	575.84	-68.32	-272
35780923	10768	9120	-1280	656.848	556.32	-78.08	-544
35785878	10816	8960	-1392	659.776	546.56	-84.912	-688
35790834	10704	8896	-1472	652.944	542.656	-89.792	-800
35795790	10688	9056	-1552	651.968	552.416	-94.672	-560
35800745	10720	9600	-1872	653.92	585.6	-114.192	32
35805701	9984	9744	-1728	609.024	594.384	-105.408	384
35810657	10080	9728	-1808	614.88	593.408	-110.288	512
35815612	9872	9920	-1712	602.192	605.12	-104.432	224
35820568	9840	10112	-1440	600.24	616.832	-87.84	64
35825524	9872	9888	-1056	602.192	603.168	-64.416	0
35830480	9984	9312	-544	609.024	568.032	-33.184	-128
35835436	10384	9040	-160	633.424	551.44	-9.76	-112
35840392	10784	8896	224	657.824	542.656	13.664	-256
35845345	11200	8464	528	683.2	516.304	32.208	-304
35850304	11520	8032	736	702.72	489.952	44.896	-416
35855259	11728	7536	1168	715.408	459.696	71.248	-624
35860215	12032	7424	1584	733.952	452.864	96.624	-688
35865170	12288	7680	1872	749.568	468.48	114.192	-832
35870126	12224	7824	2032	745.664	477.264	123.952	-912
35875082	12256	8000	2096	747.616	488	127.856	-1088
35880037	12096	8016	1984	737.856	488.976	121.024	-1280
35884993	12032	8240	1808	733.952	502.64	110.288	-1280
35889947	11888	8800	1696	725.168	536.8	103.456	-1344
35894905	12000	9216	1360	732	562.176	82.96	-1504
35899860	11728	9296	1216	715.408	567.056	74.176	-1504
35904816	11712	9120	1120	714.432	556.32	68.32	-1568
35909770	11744	8880	1216	716.384	541.68	74.176	-1600
35914726	11936	8560	1552	728.096	522.16	94.672	-1616
35919685	11920	8208	1888	727.12	500.688	115.168	-1664
35924641	11872	7840	2224	724.192	478.24	135.664	-1792
35929596	11936	7488	2624	728.096	456.768	160.064	-1888
35934551	12080	7232	2880	736.88	441.152	175.68	-1920
35939506	12272	7344	3056	748.592	447.984	186.416	-2064
35944462	12384	7600	3200	755.424	463.6	195.2	-2144
35949418	12576	8064	3184	767.136	491.904	194.224	-2240
35954374	12992	8784	3136	792.512	535.824	191.296	-2368
35959329	13312	9600	3072	812.032	585.6	187.392	-2384
35964284	13920	9936	2784	849.12	606.096	169.824	-2400
35969240	14800	10160	2512	902.8	619.76	153.232	-2320
35974194	15632	10256	2544	953.552	625.616	155.184	-2304
35979150	16400	10288	2624	1000.4	627.568	160.064	-2160
35984107	17232	9824	2768	1051.152	599.264	168.848	-2016
35989063	17424	9280	3328	1062.864	566.08	203.008	-2112
35994019	17408	8464	4032	1061.888	516.304	245.952	-1968
35998975	17056	7712	4928	1040.416	470.432	300.608	-2016
36003931	16496	7056	5584	1006.256	430.416	340.624	-2080
36008886	15776	6752	6256	962.336	411.872	381.616	-2096
36013842	15392	6512	6496	938.912	397.232	396.256	-2160
36018798	15184	6240	6560	926.224	380.64	400.16	-2032
36023750	15232	6400	6576	929.152	390.4	401.136	-2144
36028708	15280	6608	6512	932.08	403.088	397.232	-2032
36033663	15520	6736	6208	946.72	410.896	378.688	-1968
36038617	16064	6880	6016	979.904	419.68	366.976	-1952
36043572	16720	6912	5632	1019.92	421.632	343.552	-1792
36048528	17360	7312	5600	1058.96	446.032	341.6	-1840
36053483	18144	7360	5632	1106.784	448.96	343.552	-1744
36058438	18656	7088	5776	1138.016	432.368	352.336	-1760
36063394	18928	6800	5984	1154.608	414.8	365.024	-1744
36068347	18752	6672	6256	1143.872	406.992	381.616	-1728
36073305	18464	6256	6544	1126.304	381.616	399.184	-1776
36078260	17952	6016	6912	1095.072	366.976	421.632	-1760
36083216	17408	5744	7392	1061.888	350.384	450.912	-1792
36088172	16736	5536	7808	1020.896	337.696	476.288	-1904
36093127	16272	5408	8192	992.592	329.888	499.712	-1872
36098082	15968	5568	8464	974.048	339.648	516.304	-1968
36103037	15648	5632	8672	954.528	343.552	528.992	-1952
36107992	15648	5600	8816	954.528	341.6	537.776	-1968
36112947	15488	5600	8912	944.768	341.6	543.632	-1936
36117903	15616	5696	9040	952.576	347.456	551.44	-1904
36122858	15760	5760	9024	961.36	351.36	550.464	-1808
36127813	16032	5824	9104	977.952	355.264	555.344	-1872
36132769	16224	5696	9152	989.664	347.456	558.272	-1792
36137724	16384	5472	9184	999.424	333.792	560.224	-1792
36142679	16384	5104	9216	999.424	311.344	562.176	-1680
36147635	16208	4848	9312	988.688	295.728	568.032	-1712
36152590	16048	4528	9312	978.928	276.208	568.032	-1568
36157545	15680	4416	9568	956.48	269.376	583.648	-1568
36162501	15648	4144	9632	954.528	252.784	587.552	-1568
36167456	15360	3920	9744	936.96	239.12	594.384	-1376
36172411	15040	3584	9984	917.44	218.624	609.024	-1296
36177367	14928	3264	10032	910.608	199.104	611.952	-1232
36182323	14592	3088	10128	890.112	188.368	617.808	-1136
36187280	14528	2944	10288	886.208	179.584	627.568	-1056
36192235	14432	2976	10400	880.352	181.536	634.4	-992
36197190	14320	3120	10560	873.52	190.32	644.16	-944
36202145	14416	3216	10768	879.376	196.176	656.848	-864
36207098	14416	3264	10992	879.376	199.104	670.512	-880
36212057	14272	3680	11280	870.592	224.48	688.08	-960
36217013	14304	3664	11536	872.544	223.504	703.696	-992
36221969	14496	3520	11712	884.256	214.72	714.432	-1136
36226924	14416	3328	12096	879.376	203.008	737.856	-1072
36231879	14352	3120	12224	875.472	190.32	745.664	-1152
36236835	14352	2848	12320	875.472	173.728	751.52	-1136
36241792	14320	2560	12240	873.52	156.16	746.64	-1184
36246747	14144	2304	12160	862.784	140.544	741.76	-1216
36251703	13968	2160	12080	852.048	131.76	736.88	-1104
36256659	13840	2160	11840	844.24	131.76	722.24	-1104
36261614	13776	2064	11600	840.336	125.904	707.6	-1104
36266570	13504	2176	11472	823.744	132.736	699.792	-944
36271525	13472	2320	11360	821.792	141.52	692.96	-912
36276481	13504	2272	11440	823.744	138.592	697.84	-832
36281436	13568	2128	11520	827.648	129.808	702.72	-864
36286392	13296	2176	11776	811.056	132.736	718.336	-784
36291347	13376	2096	11872	815.936	127.856	724.192	-704
36296303	13216	1936	11984	806.176	118.096	731.024	-720
36301259	12896	1888	12064	786.656	115.168	735.904	-592
36306215	12896	1648	11968	786.656	100.528	730.048	-624
36311170	12640	1424	11888	771.04	86.864	725.168	-608
36316125	12336	1472	11872	752.496	89.792	724.192	-528
36321081	12192	1152	11904	743.712	70.272	726.144	-496
36326034	12176	1120	11904	742.736	68.32	726.144	-464
36330990	12208	1056	12128	744.688	64.416	739.808	-544
36335947	12048	880	12416	734.928	53.68	757.376	-560
36340903	11920	800	12800	727.12	48.8	780.8	-640
36345859	11968	720	13136	730.048	43.92	801.296	-608
36350815	11984	592	13440	731.024	36.112	819.84	-512
36355771	11968	672	13696	730.048	40.992	835.456	-544
36360727	12048	624	13760	734.928	38.064	839.36	-416
36365683	11824	832	13776	721.264	50.752	840.336	-448
36370639	11904	768	13664	726.144	46.848	833.504	-352
36375595	11776	784	13424	718.336	47.824	818.864	-320
36380551	11568	928	13136	705.648	56.608	801.296	-256
36385507	11328	992	12800	691.008	60.512	780.8	-160
36390461	11008	1088	12512	671.488	66.368	763.232	-176
36395416	10656	1120	12416	650.016	68.32	757.376	-208
36400373	10432	976	12240	636.352	59.536	746.64	-80
36405329	10256	896	12176	625.616	54.656	742.736	32
36410284	9968	768	12224	608.048	46.848	745.664	192
36415240	9728	624	12240	593.408	38.064	746.64	192
36420195	9568	464	12304	583.648	28.304	750.544	224
36425150	9424	464	12416	574.864	28.304	757.376	256
36430106	9408	320	12512	573.888	19.52	763.232	272
36435060	9424	352	12592	574.864	21.472	768.112	336
36440018	9568	368	12704	583.648	22.448	774.944	272
36444974	9728	304	12896	593.408	18.544	786.656	288
36449930	9984	304	13136	609.024	18.544	801.296	304
36454885	10208	304	13456	622.688	18.544	820.816	208
36459841	10400	304	13632	634.4	18.544	831.552	224
36464798	10416	272	13824	635.376	16.592	843.264	96
36469753	10432	176	13984	636.352	10.736	853.024	208
36474709	10496	-48	13936	640.256	-2.928	850.096	192
36479665	10496	-400	13824	640.256	-24.4	843.264	192
36484620	10464	-640	13584	638.304	-39.04	828.624	192
36489575	10256	-880	13376	625.616	-53.68	815.936	112
36494531	10176	-1056	13200	620.736	-64.416	805.2	144
36499487	9952	-1184	13056	607.072	-72.224	796.416	208
36504442	9744	-1152	13040	594.384	-70.272	795.44	144
36509397	9584	-1184	13120	584.624	-72.224	800.32	176
36514352	9312	-1184	13248	568.032	-72.224	808.128	224
36519307	9120	-1328	13472	556.32	-81.008	821.792	288
36524262	8800	-1312	13696	536.8	-80.032	835.456	224
36529219	8576	-1216	13888	523.136	-74.176	847.168	240
36534175	8576	-1104	13968	523.136	-67.344	852.048	288
36539130	8352	-1008	14160	509.472	-61.488	863.76	240
36544084	8192	-1024	14288	499.712	-62.464	871.568	208
36549039	8272	-1056	14400	504.592	-64.416	878.4	144
36553995	8176	-960	14448	498.736	-58.56	881.328	256
36558950	8464	-896	14464	516.304	-54.656	882.304	208
36563905	8576	-976	14432	523.136	-59.536	880.352	112
36568861	8608	-1072	14480	525.088	-65.392	883.28	256
36573817	8736	-1072	14432	532.896	-65.392	880.352	128
36578770	8960	-1120	14304	546.56	-68.32	872.544	160
36583728	9072	-1248	14256	553.392	-76.128	869.616	240
36588683	9088	-1472	14128	554.368	-89.792	861.808	176
36593639	9136	-1552	14080	557.296	-94.672	858.88	272
36598595	9136	-1552	14000	557.296	-94.672	854	240
36603551	9088	-1712	13968	554.368	-104.432	852.048	336
36608506	8960	-1792	13984	546.56	-109.312	853.024	320
36613461	8832	-1712	13968	538.752	-104.432	852.048	352
36618417	8704	-1728	13872	530.944	-105.408	846.192	448
36623370	8592	-1744	13888	524.112	-106.384	847.168	384
36628328	8480	-1744	13904	517.28	-106.384	848.144	352
36633283	8416	-1744	14000	513.376	-106.384	854	416
36638239	8352	-1776	14080	509.472	-108.336	858.88	416
36643194	8224	-1776	14160	501.664	-108.336	863.76	416
36648149	8080	-1776	14272	492.88	-108.336	870.592	368
36653104	8000	-1824	14320	488	-111.264	873.52	464
36658061	7776	-1424	14160	474.336	-86.864	863.76	496
36663016	7888	-1600	14144	481.168	-97.6	862.784	416
36667972	7760	-1616	14144	473.36	-98.576	862.784	480
36672927	7808	-1536	14128	476.288	-93.696	861.808	496
36677881	7872	-1536	14112	480.192	-93.696	860.832	496
36682836	8096	-1328	14016	493.856	-81.008	854.976	496
36687793	7872	-1312	14032	480.192	-80.032	855.952	464
36692749	8032	-1232	13936	489.952	-75.152	850.096	496
36697704	8000	-1216	13824	488	-74.176	843.264	512
36702659	8048	-1168	13728	490.928	-71.248	837.408	592
36707615	7872	-1232	13632	480.192	-75.152	831.552	496
36712570	7824	-1296	13504	477.264	-79.056	823.744	528
36717525	7680	-1344	13488	468.48	-81.984	822.768	576
36722480	7728	-1376	13584	471.408	-83.936	828.624	576
36727436	7616	-1424	13600	464.576	-86.864	829.6	608
36732392	7536	-1456	13664	459.696	-88.816	833.504	576
36737347	7536	-1520	13776	459.696	-92.72	840.336	528
36742301	7440	-1536	13888	453.84	-93.696	847.168	512
36747257	7440	-1584	14016	453.84	-96.624	854.976	512
36752215	7440	-1584	14064	453.84	-96.624	857.904	560
36757171	7488	-1632	14096	456.768	-99.552	859.856	496
36762124	7520	-1696	14080	458.72	-103.456	858.88	432
36767082	7568	-1712	14064	461.648	-104.432	857.904	496
36772037	7616	-1728	13936	464.576	-105.408	850.096	416
36776992	7696	-1856	13888	469.456	-113.216	847.168	512
36781947	7680	-1792	13840	468.48	-109.312	844.24	464
36786903	7808	-1696	13760	476.288	-103.456	839.36	544
36791860	7840	-1664	13664	478.24	-101.504	833.504	480
36796816	7872	-1728	13600	480.192	-105.408	829.6	480
36801772	7776	-1728	13680	474.336	-105.408	834.48	480
36806728	7728	-1760	13664	471.408	-107.36	833.504	448
36811682	7648	-1792	13664	466.528	-109.312	833.504	416
36816639	7568	-1776	13712	461.648	-108.336	836.432	464
36821594	7488	-1856	13712	456.768	-113.216	836.432	384
36826550	7408	-1968	13696	451.888	-120.048	835.456	480
36831506	7312	-2000	13760	446.032	-122	839.36	400
36836461	7312	-1984	13824	446.032	-121.024	843.264	464
36841416	7392	-2032	13840	450.912	-123.952	844.24	448
36846372	7456	-2032	13920	454.816	-123.952	849.12	336
36851328	7504	-2080	13904	457.744	-126.88	848.144	416
36856284	7712	-2016	13888	470.432	-122.976	847.168	368
36861240	7744	-2016	14000	472.384	-122.976	854	336
36866195	7840	-2000	13920	478.24	-122	849.12	288
36871150	7952	-1984	13904	485.072	-121.024	848.144	240
36876105	7968	-2000	13904	486.048	-122	848.144	272
36881061	8096	-1968	13776	493.856	-120.048	840.336	288
36886016	8064	-1984	13808	491.904	-121.024	842.288	384
36890972	8000	-1920	13744	488	-117.12	838.384	320
36895927	7984	-1856	13728	487.024	-113.216	837.408	256
36900883	7936	-1952	13680	484.096	-119.072	834.48	288
36905838	7872	-1872	13616	480.192	-114.192	830.576	320
36910794	7824	-1808	13664	477.264	-110.288	833.504	272
36915750	7808	-1840	13664	476.288	-112.24	833.504	272
36920706	7808	-1888	13776	476.288	-115.168	840.336	304
36925662	7824	-1888	13824	477.264	-115.168	843.264	272
36930618	7728	-2000	13888	471.408	-122	847.168	208
36935572	7760	-2096	13872	473.36	-127.856	846.192	272
36940527	7744	-2176	13920	472.384	-132.736	849.12	240
36945483	7712	-2224	13920	470.432	-135.664	849.12	208
36950438	7680	-2208	13920	468.48	-134.688	849.12	256
36955393	7728	-2208	13872	471.408	-134.688	846.192	224
36960348	7776	-2240	13936	474.336	-136.64	850.096	208
36965305	7744	-2192	13952	472.384	-133.712	851.072	160
36970260	7808	-2176	14032	476.288	-132.736	855.952	160
36975216	7904	-2192	14048	482.144	-133.712	856.928	176
36980171	7904	-2096	14016	482.144	-127.856	854.976	128
36985124	8048	-1968	13984	490.928	-120.048	853.024	224
36990081	8064	-1920	13856	491.904	-117.12	845.216	208
36995037	8048	-1824	13728	490.928	-111.264	837.408	144
36999992	8032	-1824	13696	489.952	-111.264	835.456	192
37004948	8160	-1872	13536	497.76	-114.192	825.696	176
37009904	8176	-1920	13504	498.736	-117.12	823.744	208
37014859	8128	-1984	13552	495.808	-121.024	826.672	176
37019815	7968	-2000	13568	486.048	-122	827.648	256
37024770	7904	-1936	13680	482.144	-118.096	834.48	128
37029724	7840	-1968	13792	478.24	-120.048	841.312	112
37034679	7744	-2048	13888	472.384	-124.928	847.168	224
37039637	7696	-2032	13968	469.456	-123.952	852.048	160
37044593	7648	-2064	13904	466.528	-125.904	848.144	256
37049548	7728	-2096	13840	471.408	-127.856	844.24	176
37054503	7728	-2128	13808	471.408	-129.808	842.288	192
37059458	7776	-2080	13808	474.336	-126.88	842.288	224
37064413	7888	-1984	13776	481.168	-121.024	840.336	176
37069369	7952	-1872	13792	485.072	-114.192	841.312	256
37074325	8032	-1824	13840	489.952	-111.264	844.24	144
37079281	8032	-1824	13856	489.952	-111.264	845.216	112
37084238	8064	-1744	13888	491.904	-106.384	847.168	160
37089193	8048	-1744	13792	490.928	-106.384	841.312	192
37094147	7984	-1760	13856	487.024	-107.36	845.216	192
37099103	7952	-1856	13888	485.072	-113.216	847.168	176
37104061	7872	-1888	13920	480.192	-115.168	849.12	192
37109016	7840	-1840	13824	478.24	-112.24	843.264	176
37113972	7808	-1808	13808	476.288	-110.288	842.288	160
37118928	7824	-1728	13712	477.264	-105.408	836.432	272
37123882	7904	-1824	13680	482.144	-111.264	834.48	208
37128839	7936	-1840	13632	484.096	-112.24	831.552	224
37133796	7952	-1808	13664	485.072	-110.288	833.504	192
37138753	7920	-1872	13760	483.12	-114.192	839.36	192
37143708	7792	-1840	13776	475.312	-112.24	840.336	240
37148663	7744	-1872	13776	472.384	-114.192	840.336	176
37153619	7664	-1840	13744	467.504	-112.24	838.384	304
37158575	7600	-1824	13728	463.6	-111.264	837.408	128
37163530	7616	-1808	13712	464.576	-110.288	836.432	224
37168486	7504	-1760	13760	457.744	-107.36	839.36	272
37173443	7584	-1776	13792	462.624	-108.336	841.312	272
37178399	7504	-1776	13840	457.744	-108.336	844.24	240
37183355	7536	-1712	13856	459.696	-104.432	845.216	240
37188310	7536	-1632	13888	459.696	-99.552	847.168	176
37193264	7632	-1648	13888	465.552	-100.528	847.168	176
37198220	7712	-1648	13904	470.432	-100.528	848.144	176
37203176	7744	-1696	13920	472.384	-103.456	849.12	224
37208131	7792	-1728	13840	475.312	-105.408	844.24	160
37213088	7856	-1792	13808	479.216	-109.312	842.288	128
37218043	7904	-1744	13760	482.144	-106.384	839.36	224
37222997	7856	-1744	13712	479.216	-106.384	836.432	144
37227953	7808	-1776	13776	476.288	-108.336	840.336	144
37232910	7808	-1760	13744	476.288	-107.36	838.384	192
37237866	7824	-1664	13696	477.264	-101.504	835.456	144
37242821	7824	-1616	13664	477.264	-98.576	833.504	128
37247777	7856	-1728	13632	479.216	-105.408	831.552	96
37252732	7776	-1808	13632	474.336	-110.288	831.552	176
37257687	7776	-1856	13600	474.336	-113.216	829.6	112
37262642	7776	-1936	13568	474.336	-118.096	827.648	128
37267598	7760	-1984	13584	473.36	-121.024	828.624	160
37272553	7776	-1904	13568	474.336	-116.144	827.648	208
37277509	7696	-1936	13520	469.456	-118.096	824.72	112
37282464	7712	-1952	13664	470.432	-119.072	833.504	144
37287419	7632	-1968	13712	465.552	-120.048	836.432	208
37292374	7664	-1984	13728	467.504	-121.024	837.408	160
37297330	7696	-1936	13872	469.456	-118.096	846.192	176
37302284	7680	-1888	13920	468.48	-115.168	849.12	176
37307242	7680	-1808	13888	468.48	-110.288	847.168	112
37312197	7696	-1824	13952	469.456	-111.264	851.072	80
37317153	7840	-1776	13952	478.24	-108.336	851.072	160
37322109	7872	-1728	13952	480.192	-105.408	851.072	48
37327065	7904	-1680	13936	482.144	-102.48	850.096	80
37332021	7936	-1616	13856	484.096	-98.576	845.216	96
37336977	7904	-1680	13888	482.144	-102.48	847.168	128
37341933	7904	-1744	13840	482.144	-106.384	844.24	112
37346888	7888	-1808	13744	481.168	-110.288	838.384	112
37351841	7856	-1888	13712	479.216	-115.168	836.432	160
37356799	7776	-1968	13728	474.336	-120.048	837.408	64
37361754	7728	-1968	13728	471.408	-120.048	837.408	96
37366709	7728	-1920	13760	471.408	-117.12	839.36	112
37371665	7712	-1952	13760	470.432	-119.072	839.36	64
37376621	7728	-1968	13872	471.408	-120.048	846.192	144
37381576	7680	-2000	13888	468.48	-122	847.168	80
37386534	7680	-1984	13904	468.48	-121.024	848.144	176
37391490	7696	-2000	13856	469.456	-122	845.216	32
37396446	7664	-2016	13840	467.504	-122.976	844.24	48
37401402	7696	-1936	13920	469.456	-118.096	849.12	112
37406358	7760	-1904	13824	473.36	-116.144	843.264	32
37411314	7776	-1856	13872	474.336	-113.216	846.192	96
37416270	7808	-1872	13840	476.288	-114.192	844.24	112
37421225	7888	-1872	13728	481.168	-114.192	837.408	64
37426182	7936	-1856	13680	484.096	-113.216	834.48	64
37431137	7952	-1872	13664	485.072	-114.192	833.504	128
37436092	8000	-1760	13680	488	-107.36	834.48	192
37441047	8000	-1728	13616	488	-105.408	830.576	80
37446001	7952	-1744	13712	485.072	-106.384	836.432	96
37450957	7968	-1776	13632	486.048	-108.336	831.552	128
37455914	7904	-1712	13664	482.144	-104.432	833.504	64
37460870	7888	-1664	13600	481.168	-101.504	829.6	96
37465825	7872	-1584	13568	480.192	-96.624	827.648	96
37470781	7776	-1584	13568	474.336	-96.624	827.648	96
37475737	7744	-1616	13600	472.384	-98.576	829.6	128
37480692	7728	-1584	13680	471.408	-96.624	834.48	128
